ID;Colony;Prec;Trtm;Frg;Species;Species_short;Day;Region;Tank_n;gray_sum
Mdi;D;VT;Heat;2;Montipora digitata;M. digitata;0;Indonesia;Tank_10;90,64558980
Mdi;D;VT;Heat;2;Montipora digitata;M. digitata;3;Indonesia;Tank_10;99,97335063
Mdi;D;VT;Control;3;Montipora digitata;M. digitata;0;Indonesia;Tank_11;96,73879754
Mdi;D;VT;Control;3;Montipora digitata;M. digitata;3;Indonesia;Tank_11;126,84863820
Mdi;D;VT;Heat;4;Montipora digitata;M. digitata;0;Indonesia;Tank_12;87,09787456
Mdi;D;VT;Heat;4;Montipora digitata;M. digitata;3;Indonesia;Tank_12;94,76030048
Pve;3;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_7;84,47006754
Pve;3;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_7;94,91169804
Pve;3;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_8;90,01575371
Pve;3;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_8;181,66700750
Pve;3;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_11;91,55834869
Pve;3;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_11;102,81642120
Pve;3;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_12;91,07202331
Pve;3;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_12;175,94355010
Pve;3;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_7;93,32895515
Pve;3;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_7;100,38986850
Pve;3;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_8;102,61446700
Pve;3;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_8;141,75730820
Pve;3;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_11;102,48679090
Pve;3;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_11;98,64558232
Pve;3;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_12;94,45103969
Pve;3;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_12;180,84870640
Pve;3;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_7;86,20495594
Pve;3;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_7;107,77089070
Pve;3;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_8;89,88272502
Pve;3;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_8;127,82814920
Pve;3;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_11;113,82575690
Pve;3;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_11;108,68175430
Pve;3;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_12;98,65337088
Pve;3;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_12;192,24929980
Pve;A;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_5;92,66070892
Pve;A;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_5;93,59458573
Pve;A;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_6;58,04564306
Pve;A;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_6;163,53279930
Pve;A;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_9;62,30022032
Pve;A;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_9;97,38803612
Pve;A;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_10;68,00087008
Pve;A;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_10;169,49107800
Pve;A;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_5;87,90094789
Pve;A;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_5;100,20210230
Pve;A;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_6;110,85542780
Pve;A;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_6;174,48618080
Pve;A;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_9;87,94533091
Pve;A;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_9;111,46014500
Pve;A;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_10;90,79183384
Pve;A;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_10;165,36811470
Pve;A;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_5;84,17379253
Pve;A;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_5;108,71043460
Pve;A;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_6;90,71266532
Pve;A;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_6;163,15332980
Pve;A;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_9;88,15953382
Pve;A;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_9;115,49267180
Pve;A;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_10;93,38980326
Pve;A;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_10;174,16206400
Pve;B;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_5;86,75065132
Pve;B;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_5;97,00769206
Pve;B;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_6;75,22878324
Pve;B;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_6;142,45941420
Pve;B;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_9;73,32296132
Pve;B;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_9;90,88841249
Pve;B;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_10;88,78142210
Pve;B;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_10;168,07384020
Pve;B;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_5;75,03460699
Pve;B;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_5;95,70889290
Pve;B;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_6;112,76789920
Pve;B;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_6;181,73702980
Pve;B;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_9;101,98362450
Pve;B;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_9;115,61928910
Pve;B;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_10;100,53559010
Pve;B;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_10;176,08570070
Pve;B;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_5;112,28079900
Pve;B;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_5;118,37995800
Pve;B;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_6;104,52255980
Pve;B;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_6;169,25779620
Pve;B;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_9;101,15131720
Pve;B;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_9;125,32695330
Pve;B;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_10;97,24840361
Pve;B;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_10;162,69676070
Pve;C;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_5;102,39124140
Pve;C;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_5;95,09009436
Pve;C;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_6;99,10287892
Pve;C;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_6;154,65239120
Pve;C;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_9;90,06218474
Pve;C;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_9;102,10718850
Pve;C;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_10;117,40378100
Pve;C;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_10;188,30441300
Pve;C;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_5;94,49124472
Pve;C;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_5;111,04441570
Pve;C;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_6;93,82334550
Pve;C;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_6;170,57940200
Pve;C;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_9;94,17886640
Pve;C;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_9;104,98931540
Pve;C;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_10;103,03961910
Pve;C;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_10;186,91526860
Pve;C;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_5;105,75479960
Pve;C;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_5;116,80592930
Pve;C;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_6;104,30795280
Pve;C;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_6;151,84647510
Pve;C;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_9;101,01574040
Pve;C;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_9;119,56670380
Pve;C;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_10;101,73785490
Pve;C;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_10;178,81224590
Pve;E;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_5;83,38651693
Pve;E;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_5;71,37785743
Pve;E;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_6;65,96188534
Pve;E;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_6;157,86330300
Pve;E;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_9;67,78715065
Pve;E;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_9;74,86454380
Pve;E;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_10;75,98527371
Pve;E;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_10;166,13285220
Pve;E;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_5;88,27057353
Pve;E;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_5;86,05353311
Pve;E;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_6;85,00043532
Pve;E;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_6;155,59540260
Pve;E;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_9;80,63165546
Pve;E;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_9;81,25220523
Pve;E;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_10;89,07583847
Pve;E;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_10;121,71664890
Pve;E;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_5;91,63438499
Pve;E;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_5;88,69361965
Pve;E;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_6;88,30873442
Pve;E;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_6;138,84798890
Pve;E;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_9;83,41074222
Pve;E;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_9;90,91419253
Pve;E;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_10;84,98692088
Pve;E;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_10;129,41567720
Pve;F;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_7;76,56665916
Pve;F;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_7;98,04602427
Pve;F;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_8;83,57868150
Pve;F;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_8;162,96270200
Pve;F;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_11;80,49672497
Pve;F;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_11;97,24189783
Pve;F;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_12;77,83912526
Pve;F;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_12;163,58964820
Pve;F;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_7;97,63521025
Pve;F;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_7;98,88680995
Pve;F;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_8;92,95095992
Pve;F;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_8;149,28018220
Pve;F;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_11;99,65866474
Pve;F;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_11;112,61758770
Pve;F;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_12;73,89832004
Pve;F;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_12;157,47339000
Pve;F;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_7;103,97007300
Pve;F;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_7;110,45000830
Pve;F;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_8;104,93626050
Pve;F;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_8;153,94350660
Pve;F;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_11;79,21026967
Pve;F;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_11;97,06378234
Pve;F;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Indonesia;Tank_12;77,33670436
Pve;F;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Indonesia;Tank_12;161,18849890
Pve;G;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_7;79,31888968
Pve;G;Ambient;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_7;100,22137760
Pve;G;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_8;71,83233051
Pve;G;Ambient;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_8;170,13530350
Pve;G;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_11;93,79366970
Pve;G;Ambient;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_11;100,57623780
Pve;G;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_12;83,99503308
Pve;G;Ambient;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_12;185,60950000
Pve;G;ST;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_7;85,57577614
Pve;G;ST;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_7;96,27855433
Pve;G;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_8;75,94965638
Pve;G;ST;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_8;136,63916890
Pve;G;ST;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_11;82,14345264
Pve;G;ST;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_11;94,75305970
Pve;G;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_12;83,11813024
Pve;G;ST;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_12;151,00329060
Pve;G;VT;Control;1;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_7;75,56015809
Pve;G;VT;Control;1;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_7;99,48908294
Pve;G;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_8;95,49684383
Pve;G;VT;Heat;2;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_8;121,60253540
Pve;G;VT;Control;3;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_11;88,06419705
Pve;G;VT;Control;3;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_11;107,70872850
Pve;G;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;0;Red Sea;Tank_12;99,20393150
Pve;G;VT;Heat;4;Pocillopora verrucosa;P. verrucosa;1;Red Sea;Tank_12;156,91747700
Spi;A;Ambient;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;74,16965719
Spi;A;Ambient;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;67,66879309
Spi;A;Ambient;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;59,70535398
Spi;A;Ambient;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;181,09677250
Spi;A;Ambient;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;71,53363274
Spi;A;Ambient;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;69,61134514
Spi;A;Ambient;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;78,44686304
Spi;A;Ambient;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;193,63776780
Spi;A;ST;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;70,80534595
Spi;A;ST;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;66,58149082
Spi;A;ST;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;75,77538013
Spi;A;ST;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;192,57560440
Spi;A;ST;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;74,09475804
Spi;A;ST;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;80,44487763
Spi;A;ST;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;94,98027415
Spi;A;ST;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;198,20600110
Spi;A;VT;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;75,24552288
Spi;A;VT;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;79,29611010
Spi;A;VT;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;66,69785562
Spi;A;VT;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;163,30809860
Spi;A;VT;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;68,55708054
Spi;A;VT;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;68,61947729
Spi;A;VT;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;77,47900191
Spi;A;VT;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;186,43196210
Spi;B;Ambient;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;85,25849606
Spi;B;Ambient;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;83,90852502
Spi;B;Ambient;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;69,22211849
Spi;B;Ambient;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;177,22881850
Spi;B;Ambient;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;77,58958419
Spi;B;Ambient;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;76,56138745
Spi;B;Ambient;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;88,25817688
Spi;B;Ambient;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;188,05193700
Spi;B;ST;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;81,37543330
Spi;B;ST;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;84,28635369
Spi;B;ST;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;83,90729427
Spi;B;ST;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;192,11539840
Spi;B;ST;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;102,77019190
Spi;B;ST;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;98,50430565
Spi;B;ST;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;73,99525060
Spi;B;ST;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;185,25318070
Spi;B;VT;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;74,43557514
Spi;B;VT;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;89,82957929
Spi;B;VT;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;92,31893627
Spi;B;VT;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;190,60286810
Spi;B;VT;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;59,12669178
Spi;B;VT;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;74,24430331
Spi;B;VT;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;91,35597270
Spi;B;VT;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;190,47157860
Spi;C;Ambient;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;80,12580901
Spi;C;Ambient;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;78,90166147
Spi;C;Ambient;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;89,28112292
Spi;C;Ambient;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;160,24260710
Spi;C;Ambient;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;96,59132996
Spi;C;Ambient;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;99,16485390
Spi;C;Ambient;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;113,43411940
Spi;C;Ambient;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;172,15067060
Spi;C;ST;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;113,87934780
Spi;C;ST;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;119,08400740
Spi;C;ST;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;109,98552100
Spi;C;ST;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;170,61434730
Spi;C;ST;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;98,48071956
Spi;C;ST;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;123,29204840
Spi;C;ST;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;101,48486990
Spi;C;ST;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;191,29636800
Spi;C;VT;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;120,51733590
Spi;C;VT;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;120,28289970
Spi;C;VT;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;121,08369150
Spi;C;VT;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;186,97955140
Spi;C;VT;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;113,44405410
Spi;C;VT;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;107,39993770
Spi;C;VT;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;93,51574466
Spi;C;VT;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;191,63909840
Spi;D;Ambient;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;49,54332820
Spi;D;Ambient;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;64,41758146
Spi;D;Ambient;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;62,51817095
Spi;D;Ambient;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;169,20027000
Spi;D;Ambient;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;56,23036650
Spi;D;Ambient;Control;3;Stylophora pistillata;S. pistillata;1;Fiji;Tank_3;62,58184963
Spi;D;Ambient;Heat;4;Stylophora pistillata;S. pistillata;0;Fiji;Tank_4;56,86331689
Spi;D;Ambient;Heat;4;Stylophora pistillata;S. pistillata;1;Fiji;Tank_4;172,72876280
Spi;D;ST;Control;1;Stylophora pistillata;S. pistillata;0;Fiji;Tank_1;77,26401582
Spi;D;ST;Control;1;Stylophora pistillata;S. pistillata;1;Fiji;Tank_1;77,54056395
Spi;D;ST;Heat;2;Stylophora pistillata;S. pistillata;0;Fiji;Tank_2;83,75236052
Spi;D;ST;Heat;2;Stylophora pistillata;S. pistillata;1;Fiji;Tank_2;174,28355330
Spi;D;ST;Control;3;Stylophora pistillata;S. pistillata;0;Fiji;Tank_3;64,74978035
