t,Date,Exp_date,Day,Time,ID,Species_ID,Species,Colony,Prec,Tank_n,Treatment,Meas_type,Frg_n,ML,F,Fm,YII,obs,Survived_day,Status,Region,Year
3855203014,2022-02-28,Day0,0,09:43:34,Pru_D_Control_04,Pru,Porites rus,D,Ambient,Tank_8,Heat,Light,04,10,0.602,1.432,0.58,3,NA,NA,Indo-Pacific,NA
3855203027,2022-02-28,Day0,0,09:43:47,Pru_D_ST_04,Pru,Porites rus,D,ST,Tank_8,Heat,Light,04,10,0.638,1.526,0.582,1,NA,NA,Indo-Pacific,NA
3855203031,2022-02-28,Day0,0,09:43:51,Pru_D_ST_04,Pru,Porites rus,D,ST,Tank_8,Heat,Light,04,10,0.628,1.542,0.593,2,NA,NA,Indo-Pacific,NA
3855203039,2022-02-28,Day0,0,09:43:59,Pru_D_ST_04,Pru,Porites rus,D,ST,Tank_8,Heat,Light,04,10,0.687,1.675,0.59,3,NA,NA,Indo-Pacific,NA
3855203048,2022-02-28,Day0,0,09:44:08,Pru_D_VT_04,Pru,Porites rus,D,VT,Tank_8,Heat,Light,04,10,0.642,1.419,0.548,1,NA,NA,Indo-Pacific,NA
3855203052,2022-02-28,Day0,0,09:44:12,Pru_D_VT_04,Pru,Porites rus,D,VT,Tank_8,Heat,Light,04,10,0.45,0.977,0.539,2,NA,NA,Indo-Pacific,NA
3855203055,2022-02-28,Day0,0,09:44:15,Pru_D_VT_04,Pru,Porites rus,D,VT,Tank_8,Heat,Light,04,10,0.644,1.483,0.566,3,NA,NA,Indo-Pacific,NA
3855203070,2022-02-28,Day0,0,09:44:30,Pru_E_Control_04,Pru,Porites rus,E,Ambient,Tank_8,Heat,Light,04,10,0.65,1.575,0.587,1,NA,NA,Indo-Pacific,NA
3855203074,2022-02-28,Day0,0,09:44:34,Pru_E_Control_04,Pru,Porites rus,E,Ambient,Tank_8,Heat,Light,04,10,0.589,1.355,0.565,2,NA,NA,Indo-Pacific,NA
3855203077,2022-02-28,Day0,0,09:44:37,Pru_E_Control_04,Pru,Porites rus,E,Ambient,Tank_8,Heat,Light,04,10,0.555,1.336,0.585,3,NA,NA,Indo-Pacific,NA
3855203131,2022-02-28,Day0,0,09:45:31,Pru_E_ST_04,Pru,Porites rus,E,ST,Tank_8,Heat,Light,04,10,0.672,1.739,0.614,1,NA,NA,Indo-Pacific,NA
3855203134,2022-02-28,Day0,0,09:45:34,Pru_E_ST_04,Pru,Porites rus,E,ST,Tank_8,Heat,Light,04,10,0.732,1.872,0.609,2,NA,NA,Indo-Pacific,NA
3855203138,2022-02-28,Day0,0,09:45:38,Pru_E_ST_04,Pru,Porites rus,E,ST,Tank_8,Heat,Light,04,10,0.515,1.195,0.569,3,NA,NA,Indo-Pacific,NA
3855203165,2022-02-28,Day0,0,09:46:05,Pru_E_VT_04,Pru,Porites rus,E,VT,Tank_8,Heat,Light,04,10,0.676,1.669,0.595,1,NA,NA,Indo-Pacific,NA
3855203169,2022-02-28,Day0,0,09:46:09,Pru_E_VT_04,Pru,Porites rus,E,VT,Tank_8,Heat,Light,04,10,0.742,1.797,0.587,2,NA,NA,Indo-Pacific,NA
3855203175,2022-02-28,Day0,0,09:46:15,Pru_E_VT_04,Pru,Porites rus,E,VT,Tank_8,Heat,Light,04,10,0.712,1.731,0.589,3,NA,NA,Indo-Pacific,NA
3855203277,2022-02-28,Day0,0,09:47:57,Pru_L_Control_01,Pru,Porites rus,L,Ambient,Tank_9,Control,Light,01,10,0.437,1.065,0.59,1,NA,NA,Red Sea,NA
3855203281,2022-02-28,Day0,0,09:48:01,Pru_L_Control_01,Pru,Porites rus,L,Ambient,Tank_9,Control,Light,01,10,0.691,1.671,0.586,2,NA,NA,Red Sea,NA
3855203286,2022-02-28,Day0,0,09:48:06,Pru_L_Control_01,Pru,Porites rus,L,Ambient,Tank_9,Control,Light,01,10,0.597,1.563,0.618,3,NA,NA,Red Sea,NA
3855203298,2022-02-28,Day0,0,09:48:18,Pru_L_ST_01,Pru,Porites rus,L,ST,Tank_9,Control,Light,01,10,0.548,1.397,0.608,1,NA,NA,Red Sea,NA
3855203301,2022-02-28,Day0,0,09:48:21,Pru_L_ST_01,Pru,Porites rus,L,ST,Tank_9,Control,Light,01,10,0.424,0.98,0.567,2,NA,NA,Red Sea,NA
3855203306,2022-02-28,Day0,0,09:48:26,Pru_L_ST_01,Pru,Porites rus,L,ST,Tank_9,Control,Light,01,10,0.449,1.024,0.562,3,NA,NA,Red Sea,NA
3855203336,2022-02-28,Day0,0,09:48:56,Pru_L_VT_01,Pru,Porites rus,L,VT,Tank_9,Control,Light,01,10,0.376,0.909,0.586,1,NA,NA,Red Sea,NA
3855203342,2022-02-28,Day0,0,09:49:02,Pru_L_VT_01,Pru,Porites rus,L,VT,Tank_9,Control,Light,01,10,0.575,1.358,0.577,2,NA,NA,Red Sea,NA
3855203347,2022-02-28,Day0,0,09:49:07,Pru_L_VT_01,Pru,Porites rus,L,VT,Tank_9,Control,Light,01,10,0.449,1.093,0.589,3,NA,NA,Red Sea,NA
3855203365,2022-02-28,Day0,0,09:49:25,Pru_M_Control_01,Pru,Porites rus,M,Ambient,Tank_9,Control,Light,01,10,0.776,1.727,0.551,1,NA,NA,Red Sea,NA
3855203373,2022-02-28,Day0,0,09:49:33,Pru_M_Control_01,Pru,Porites rus,M,Ambient,Tank_9,Control,Light,01,10,0.807,1.811,0.554,2,NA,NA,Red Sea,NA
3855203388,2022-02-28,Day0,0,09:49:48,Pru_M_Control_01,Pru,Porites rus,M,Ambient,Tank_9,Control,Light,01,10,0.69,1.598,0.568,3,NA,NA,Red Sea,NA
3855203423,2022-02-28,Day0,0,09:50:23,Pru_M_ST_01,Pru,Porites rus,M,ST,Tank_9,Control,Light,01,10,0.713,1.641,0.566,1,NA,NA,Red Sea,NA
3855203427,2022-02-28,Day0,0,09:50:27,Pru_M_ST_01,Pru,Porites rus,M,ST,Tank_9,Control,Light,01,10,0.704,1.674,0.579,2,NA,NA,Red Sea,NA
3855203431,2022-02-28,Day0,0,09:50:31,Pru_M_ST_01,Pru,Porites rus,M,ST,Tank_9,Control,Light,01,10,0.716,1.682,0.574,3,NA,NA,Red Sea,NA
3855203439,2022-02-28,Day0,0,09:50:39,Pru_M_VT_01,Pru,Porites rus,M,VT,Tank_9,Control,Light,01,10,0.538,1.134,0.526,1,NA,NA,Red Sea,NA
3855203444,2022-02-28,Day0,0,09:50:44,Pru_M_VT_01,Pru,Porites rus,M,VT,Tank_9,Control,Light,01,10,0.629,1.309,0.519,2,NA,NA,Red Sea,NA
3855203448,2022-02-28,Day0,0,09:50:48,Pru_M_VT_01,Pru,Porites rus,M,VT,Tank_9,Control,Light,01,10,0.468,1.024,0.543,3,NA,NA,Red Sea,NA
3855203474,2022-02-28,Day0,0,09:51:14,Pru_N_Control_01,Pru,Porites rus,N,Ambient,Tank_9,Control,Light,01,10,0.547,1.46,0.625,1,NA,NA,Red Sea,NA
3855203477,2022-02-28,Day0,0,09:51:17,Pru_N_Control_01,Pru,Porites rus,N,Ambient,Tank_9,Control,Light,01,10,0.593,1.428,0.585,2,NA,NA,Red Sea,NA
3855203488,2022-02-28,Day0,0,09:51:28,Pru_N_Control_01,Pru,Porites rus,N,Ambient,Tank_9,Control,Light,01,10,0.528,1.27,0.584,3,NA,NA,Red Sea,NA
3855203501,2022-02-28,Day0,0,09:51:41,Pru_N_ST_01,Pru,Porites rus,N,ST,Tank_9,Control,Light,01,10,0.627,1.396,0.551,1,NA,NA,Red Sea,NA
3855203505,2022-02-28,Day0,0,09:51:45,Pru_N_ST_01,Pru,Porites rus,N,ST,Tank_9,Control,Light,01,10,0.63,1.452,0.566,2,NA,NA,Red Sea,NA
3855203509,2022-02-28,Day0,0,09:51:49,Pru_N_ST_01,Pru,Porites rus,N,ST,Tank_9,Control,Light,01,10,0.561,1.272,0.559,3,NA,NA,Red Sea,NA
3855203522,2022-02-28,Day0,0,09:52:02,Pru_N_VT_01,Pru,Porites rus,N,VT,Tank_9,Control,Light,01,10,0.649,1.758,0.631,1,NA,NA,Red Sea,NA
3855203525,2022-02-28,Day0,0,09:52:05,Pru_N_VT_01,Pru,Porites rus,N,VT,Tank_9,Control,Light,01,10,0.63,1.573,0.599,2,NA,NA,Red Sea,NA
3855203530,2022-02-28,Day0,0,09:52:10,Pru_N_VT_01,Pru,Porites rus,N,VT,Tank_9,Control,Light,01,10,0.594,1.332,0.554,3,NA,NA,Red Sea,NA
3855203553,2022-02-28,Day0,0,09:52:33,Pru_O_Control_01,Pru,Porites rus,O,Ambient,Tank_9,Control,Light,01,10,0.657,1.44,0.544,1,NA,NA,Red Sea,NA
3855203556,2022-02-28,Day0,0,09:52:36,Pru_O_Control_01,Pru,Porites rus,O,Ambient,Tank_9,Control,Light,01,10,0.585,1.31,0.553,2,NA,NA,Red Sea,NA
3855203562,2022-02-28,Day0,0,09:52:42,Pru_O_Control_01,Pru,Porites rus,O,Ambient,Tank_9,Control,Light,01,10,0.628,1.447,0.566,3,NA,NA,Red Sea,NA
3855203575,2022-02-28,Day0,0,09:52:55,Pru_O_ST_01,Pru,Porites rus,O,ST,Tank_9,Control,Light,01,10,0.292,0.711,0.589,1,NA,NA,Red Sea,NA
3855203579,2022-02-28,Day0,0,09:52:59,Pru_O_ST_01,Pru,Porites rus,O,ST,Tank_9,Control,Light,01,10,0.523,1.172,0.554,2,NA,NA,Red Sea,NA
3855203582,2022-02-28,Day0,0,09:53:02,Pru_O_ST_01,Pru,Porites rus,O,ST,Tank_9,Control,Light,01,10,0.497,1.127,0.559,3,NA,NA,Red Sea,NA
3855203596,2022-02-28,Day0,0,09:53:16,Pru_O_VT_01,Pru,Porites rus,O,VT,Tank_9,Control,Light,01,10,0.655,1.77,0.63,1,NA,NA,Red Sea,NA
3855203599,2022-02-28,Day0,0,09:53:19,Pru_O_VT_01,Pru,Porites rus,O,VT,Tank_9,Control,Light,01,10,0.627,1.642,0.618,2,NA,NA,Red Sea,NA
3855203603,2022-02-28,Day0,0,09:53:23,Pru_O_VT_01,Pru,Porites rus,O,VT,Tank_9,Control,Light,01,10,0.607,1.523,0.601,3,NA,NA,Red Sea,NA
3857016518,2022-03-21,Day15,15,09:28:38,Pru_A_Control_03,Pru,Porites rus,A,Ambient,Tank_C6,Control,Light,03,10,0.887,2.11,0.58,1,30,1,Indo-Pacific,NA
3857016521,2022-03-21,Day15,15,09:28:41,Pru_A_Control_03,Pru,Porites rus,A,Ambient,Tank_C6,Control,Light,03,10,0.797,1.905,0.582,2,30,1,Indo-Pacific,NA
3857016525,2022-03-21,Day15,15,09:28:45,Pru_A_Control_03,Pru,Porites rus,A,Ambient,Tank_C6,Control,Light,03,10,0.797,1.99,0.599,3,30,1,Indo-Pacific,NA
3857016538,2022-03-21,Day15,15,09:28:58,Pru_A_ST_03,Pru,Porites rus,A,ST,Tank_C6,Control,Light,03,10,0.819,1.997,0.59,1,30,1,Indo-Pacific,NA
3857016542,2022-03-21,Day15,15,09:29:02,Pru_A_ST_03,Pru,Porites rus,A,ST,Tank_C6,Control,Light,03,10,0.832,1.954,0.574,2,30,1,Indo-Pacific,NA
3857016545,2022-03-21,Day15,15,09:29:05,Pru_A_ST_03,Pru,Porites rus,A,ST,Tank_C6,Control,Light,03,10,0.798,2.037,0.608,3,30,1,Indo-Pacific,NA
3857016558,2022-03-21,Day15,15,09:29:18,Pru_A_VT_03,Pru,Porites rus,A,VT,Tank_C6,Control,Light,03,10,0.633,1.631,0.612,1,30,1,Indo-Pacific,NA
3857016561,2022-03-21,Day15,15,09:29:21,Pru_A_VT_03,Pru,Porites rus,A,VT,Tank_C6,Control,Light,03,10,0.669,1.833,0.635,2,30,1,Indo-Pacific,NA
3857016565,2022-03-21,Day15,15,09:29:25,Pru_A_VT_03,Pru,Porites rus,A,VT,Tank_C6,Control,Light,03,10,0.656,1.603,0.591,3,30,1,Indo-Pacific,NA
3857016577,2022-03-21,Day15,15,09:29:37,Pru_C_Control_03,Pru,Porites rus,C,Ambient,Tank_C6,Control,Light,03,10,0.621,1.406,0.558,1,30,1,Indo-Pacific,NA
3857016583,2022-03-21,Day15,15,09:29:43,Pru_C_Control_03,Pru,Porites rus,C,Ambient,Tank_C6,Control,Light,03,10,0.796,2.201,0.638,2,30,1,Indo-Pacific,NA
3857016587,2022-03-21,Day15,15,09:29:47,Pru_C_Control_03,Pru,Porites rus,C,Ambient,Tank_C6,Control,Light,03,10,0.713,1.672,0.574,3,30,1,Indo-Pacific,NA
3857016599,2022-03-21,Day15,15,09:29:59,Pru_C_ST_03,Pru,Porites rus,C,ST,Tank_C6,Control,Light,03,10,0.598,1.55,0.614,1,30,1,Indo-Pacific,NA
3857016602,2022-03-21,Day15,15,09:30:02,Pru_C_ST_03,Pru,Porites rus,C,ST,Tank_C6,Control,Light,03,10,0.527,1.329,0.603,2,30,1,Indo-Pacific,NA
3857016608,2022-03-21,Day15,15,09:30:08,Pru_C_ST_03,Pru,Porites rus,C,ST,Tank_C6,Control,Light,03,10,0.448,1.013,0.558,3,30,1,Indo-Pacific,NA
3857016619,2022-03-21,Day15,15,09:30:19,Pru_C_VT_03,Pru,Porites rus,C,VT,Tank_C6,Control,Light,03,10,0.64,1.545,0.586,1,30,1,Indo-Pacific,NA
3857016623,2022-03-21,Day15,15,09:30:23,Pru_C_VT_03,Pru,Porites rus,C,VT,Tank_C6,Control,Light,03,10,0.535,1.265,0.577,2,30,1,Indo-Pacific,NA
3857016628,2022-03-21,Day15,15,09:30:28,Pru_C_VT_03,Pru,Porites rus,C,VT,Tank_C6,Control,Light,03,10,0.58,1.321,0.561,3,30,1,Indo-Pacific,NA
3857016651,2022-03-21,Day15,15,09:30:51,Pru_D_Control_03,Pru,Porites rus,D,Ambient,Tank_C6,Control,Light,03,10,0.734,1.62,0.547,1,30,1,Indo-Pacific,NA
3857016654,2022-03-21,Day15,15,09:30:54,Pru_D_Control_03,Pru,Porites rus,D,Ambient,Tank_C6,Control,Light,03,10,0.71,1.598,0.556,2,30,1,Indo-Pacific,NA
3857016661,2022-03-21,Day15,15,09:31:01,Pru_D_Control_03,Pru,Porites rus,D,Ambient,Tank_C6,Control,Light,03,10,0.593,1.317,0.55,3,30,1,Indo-Pacific,NA
3857016673,2022-03-21,Day15,15,09:31:13,Pru_D_ST_03,Pru,Porites rus,D,ST,Tank_C6,Control,Light,03,10,0.769,1.828,0.579,1,30,1,Indo-Pacific,NA
3857016676,2022-03-21,Day15,15,09:31:16,Pru_D_ST_03,Pru,Porites rus,D,ST,Tank_C6,Control,Light,03,10,0.752,1.77,0.575,2,30,1,Indo-Pacific,NA
3857016681,2022-03-21,Day15,15,09:31:21,Pru_D_ST_03,Pru,Porites rus,D,ST,Tank_C6,Control,Light,03,10,0.861,2.059,0.582,3,30,1,Indo-Pacific,NA
3857016693,2022-03-21,Day15,15,09:31:33,Pru_D_VT_03,Pru,Porites rus,D,VT,Tank_C6,Control,Light,03,10,0.686,1.616,0.575,1,30,1,Indo-Pacific,NA
3857016696,2022-03-21,Day15,15,09:31:36,Pru_D_VT_03,Pru,Porites rus,D,VT,Tank_C6,Control,Light,03,10,0.661,1.581,0.582,2,30,1,Indo-Pacific,NA
3857016702,2022-03-21,Day15,15,09:31:42,Pru_D_VT_03,Pru,Porites rus,D,VT,Tank_C6,Control,Light,03,10,0.758,1.886,0.598,3,30,1,Indo-Pacific,NA
3857016716,2022-03-21,Day15,15,09:31:56,Pru_E_Control_03,Pru,Porites rus,E,Ambient,Tank_C6,Control,Light,03,10,0.619,1.528,0.595,1,30,1,Indo-Pacific,NA
3857016719,2022-03-21,Day15,15,09:31:59,Pru_E_Control_03,Pru,Porites rus,E,Ambient,Tank_C6,Control,Light,03,10,0.575,1.409,0.592,2,30,1,Indo-Pacific,NA
3857016722,2022-03-21,Day15,15,09:32:02,Pru_E_Control_03,Pru,Porites rus,E,Ambient,Tank_C6,Control,Light,03,10,0.573,1.282,0.553,3,30,1,Indo-Pacific,NA
3857016737,2022-03-21,Day15,15,09:32:17,Pru_E_ST_03,Pru,Porites rus,E,ST,Tank_C6,Control,Light,03,10,0.711,1.699,0.582,1,30,1,Indo-Pacific,NA
3857016741,2022-03-21,Day15,15,09:32:21,Pru_E_ST_03,Pru,Porites rus,E,ST,Tank_C6,Control,Light,03,10,0.645,1.552,0.584,2,30,1,Indo-Pacific,NA
3857016744,2022-03-21,Day15,15,09:32:24,Pru_E_ST_03,Pru,Porites rus,E,ST,Tank_C6,Control,Light,03,10,0.64,1.531,0.582,3,30,1,Indo-Pacific,NA
3857016802,2022-03-21,Day15,15,09:33:22,Pru_E_VT_03,Pru,Porites rus,E,VT,Tank_C6,Control,Light,03,10,0.404,0.917,0.559,1,30,1,Indo-Pacific,NA
3857016807,2022-03-21,Day15,15,09:33:27,Pru_E_VT_03,Pru,Porites rus,E,VT,Tank_C6,Control,Light,03,10,0.431,0.898,0.52,2,30,1,Indo-Pacific,NA
3857016812,2022-03-21,Day15,15,09:33:32,Pru_E_VT_03,Pru,Porites rus,E,VT,Tank_C6,Control,Light,03,10,0.432,0.881,0.51,3,30,1,Indo-Pacific,NA
3857016876,2022-03-21,Day15,15,09:34:36,Pru_C_VT_04,Pru,Porites rus,C,VT,Tank_C6,Heat,Light,04,10,0.698,1.625,0.57,1,30,1,Indo-Pacific,NA
3857016885,2022-03-21,Day15,15,09:34:45,Pru_C_VT_04,Pru,Porites rus,C,VT,Tank_C6,Heat,Light,04,10,0.647,1.52,0.574,2,30,1,Indo-Pacific,NA
3857016890,2022-03-21,Day15,15,09:34:50,Pru_C_VT_04,Pru,Porites rus,C,VT,Tank_C6,Heat,Light,04,10,0.606,1.395,0.566,3,30,1,Indo-Pacific,NA
3857016900,2022-03-21,Day15,15,09:35:00,Pru_C_ST_04,Pru,Porites rus,C,ST,Tank_C6,Heat,Light,04,10,0.495,1.102,0.551,1,30,1,Indo-Pacific,NA
3857016903,2022-03-21,Day15,15,09:35:03,Pru_C_ST_04,Pru,Porites rus,C,ST,Tank_C6,Heat,Light,04,10,0.65,1.482,0.561,2,30,1,Indo-Pacific,NA
3857016908,2022-03-21,Day15,15,09:35:08,Pru_C_ST_04,Pru,Porites rus,C,ST,Tank_C6,Heat,Light,04,10,0.622,1.335,0.534,3,30,1,Indo-Pacific,NA
3857016922,2022-03-21,Day15,15,09:35:22,Pru_C_Control_04,Pru,Porites rus,C,Ambient,Tank_C6,Heat,Light,04,10,0.933,1.777,0.475,1,30,1,Indo-Pacific,NA
3857016928,2022-03-21,Day15,15,09:35:28,Pru_C_Control_04,Pru,Porites rus,C,Ambient,Tank_C6,Heat,Light,04,10,0.844,1.627,0.481,2,30,1,Indo-Pacific,NA
3857016933,2022-03-21,Day15,15,09:35:33,Pru_C_Control_04,Pru,Porites rus,C,Ambient,Tank_C6,Heat,Light,04,10,1.293,2.037,0.365,3,30,1,Indo-Pacific,NA
3857017020,2022-03-21,Day15,15,09:37:00,Pru_D_VT_04,Pru,Porites rus,D,VT,Tank_C6,Heat,Light,04,10,0.456,0.936,0.513,1,30,1,Indo-Pacific,NA
3857017024,2022-03-21,Day15,15,09:37:04,Pru_D_VT_04,Pru,Porites rus,D,VT,Tank_C6,Heat,Light,04,10,0.544,1.113,0.511,2,30,1,Indo-Pacific,NA
3857017028,2022-03-21,Day15,15,09:37:08,Pru_D_VT_04,Pru,Porites rus,D,VT,Tank_C6,Heat,Light,04,10,0.492,1.035,0.525,3,30,1,Indo-Pacific,NA
3857017066,2022-03-21,Day15,15,09:37:46,Pru_A_VT_04,Pru,Porites rus,A,VT,Tank_C6,Heat,Light,04,10,0.563,1.088,0.483,1,30,1,Indo-Pacific,NA
3857017070,2022-03-21,Day15,15,09:37:50,Pru_A_VT_04,Pru,Porites rus,A,VT,Tank_C6,Heat,Light,04,10,0.48,0.961,0.501,2,30,1,Indo-Pacific,NA
3857017074,2022-03-21,Day15,15,09:37:54,Pru_A_VT_04,Pru,Porites rus,A,VT,Tank_C6,Heat,Light,04,10,0.447,0.88,0.492,3,30,1,Indo-Pacific,NA
3857017139,2022-03-21,Day15,15,09:38:59,Pru_A_ST_04,Pru,Porites rus,A,ST,Tank_C6,Heat,Light,04,10,0.506,0.867,0.416,1,30,1,Indo-Pacific,NA
3857017155,2022-03-21,Day15,15,09:39:15,Pru_A_ST_04,Pru,Porites rus,A,ST,Tank_C6,Heat,Light,04,10,0.995,1.764,0.436,2,30,1,Indo-Pacific,NA
3857017183,2022-03-21,Day15,15,09:39:43,Pru_A_ST_04,Pru,Porites rus,A,ST,Tank_C6,Heat,Light,04,10,0.671,1.137,0.41,3,30,1,Indo-Pacific,NA
3857017261,2022-03-21,Day15,15,09:41:01,Pru_D_ST_04,Pru,Porites rus,D,ST,Tank_C6,Heat,Light,04,10,0.764,1.781,0.571,1,30,1,Indo-Pacific,NA
3857017265,2022-03-21,Day15,15,09:41:05,Pru_D_ST_04,Pru,Porites rus,D,ST,Tank_C6,Heat,Light,04,10,0.78,1.838,0.576,2,30,1,Indo-Pacific,NA
3857017274,2022-03-21,Day15,15,09:41:14,Pru_D_ST_04,Pru,Porites rus,D,ST,Tank_C6,Heat,Light,04,10,0.604,1.454,0.585,3,30,1,Indo-Pacific,NA
3857017299,2022-03-21,Day15,15,09:41:39,Pru_E_ST_04,Pru,Porites rus,E,ST,Tank_C6,Heat,Light,04,10,0.817,1.676,0.513,1,30,1,Indo-Pacific,NA
3857017303,2022-03-21,Day15,15,09:41:43,Pru_E_ST_04,Pru,Porites rus,E,ST,Tank_C6,Heat,Light,04,10,0.855,1.552,0.449,2,30,1,Indo-Pacific,NA
3857017311,2022-03-21,Day15,15,09:41:51,Pru_E_ST_04,Pru,Porites rus,E,ST,Tank_C6,Heat,Light,04,10,0.81,1.445,0.439,3,30,1,Indo-Pacific,NA
3857017357,2022-03-21,Day15,15,09:42:37,Pru_E_VT_04,Pru,Porites rus,E,VT,Tank_C6,Heat,Light,04,10,0.679,1.291,0.474,1,30,1,Indo-Pacific,NA
3857017425,2022-03-21,Day15,15,09:43:45,Pru_L_Control_03,Pru,Porites rus,L,Ambient,Tank_C6,Control,Light,03,10,0.614,1.452,0.577,1,30,1,Red Sea,NA
3857017429,2022-03-21,Day15,15,09:43:49,Pru_L_Control_03,Pru,Porites rus,L,Ambient,Tank_C6,Control,Light,03,10,0.633,1.512,0.581,2,30,1,Red Sea,NA
3857017435,2022-03-21,Day15,15,09:43:55,Pru_L_Control_03,Pru,Porites rus,L,Ambient,Tank_C6,Control,Light,03,10,0.656,1.487,0.559,3,30,1,Red Sea,NA
3857017447,2022-03-21,Day15,15,09:44:07,Pru_L_ST_03,Pru,Porites rus,L,ST,Tank_C6,Control,Light,03,10,0.861,2.01,0.572,1,30,1,Red Sea,NA
3857017451,2022-03-21,Day15,15,09:44:11,Pru_L_ST_03,Pru,Porites rus,L,ST,Tank_C6,Control,Light,03,10,0.651,1.539,0.577,2,30,1,Red Sea,NA
3857017454,2022-03-21,Day15,15,09:44:14,Pru_L_ST_03,Pru,Porites rus,L,ST,Tank_C6,Control,Light,03,10,0.666,1.533,0.566,3,30,1,Red Sea,NA
3857017472,2022-03-21,Day15,15,09:44:32,Pru_L_VT_03,Pru,Porites rus,L,VT,Tank_C6,Control,Light,03,10,0.662,1.539,0.57,1,30,1,Red Sea,NA
3857017476,2022-03-21,Day15,15,09:44:36,Pru_L_VT_03,Pru,Porites rus,L,VT,Tank_C6,Control,Light,03,10,0.595,1.255,0.526,2,30,1,Red Sea,NA
3857017482,2022-03-21,Day15,15,09:44:42,Pru_L_VT_03,Pru,Porites rus,L,VT,Tank_C6,Control,Light,03,10,0.607,1.388,0.563,3,30,1,Red Sea,NA
3857017495,2022-03-21,Day15,15,09:44:55,Pru_M_Control_03,Pru,Porites rus,M,Ambient,Tank_C6,Control,Light,03,10,0.588,1.247,0.528,1,30,1,Red Sea,NA
3857017499,2022-03-21,Day15,15,09:44:59,Pru_M_Control_03,Pru,Porites rus,M,Ambient,Tank_C6,Control,Light,03,10,0.66,1.356,0.513,2,30,1,Red Sea,NA
3857017503,2022-03-21,Day15,15,09:45:03,Pru_M_Control_03,Pru,Porites rus,M,Ambient,Tank_C6,Control,Light,03,10,0.623,1.286,0.516,3,30,1,Red Sea,NA
3857017515,2022-03-21,Day15,15,09:45:15,Pru_M_ST_03,Pru,Porites rus,M,ST,Tank_C6,Control,Light,03,10,0.483,0.818,0.41,1,30,1,Red Sea,NA
3857017519,2022-03-21,Day15,15,09:45:19,Pru_M_ST_03,Pru,Porites rus,M,ST,Tank_C6,Control,Light,03,10,0.598,1.152,0.481,2,30,1,Red Sea,NA
3857017523,2022-03-21,Day15,15,09:45:23,Pru_M_ST_03,Pru,Porites rus,M,ST,Tank_C6,Control,Light,03,10,0.57,1.044,0.454,3,30,1,Red Sea,NA
3857017552,2022-03-21,Day15,15,09:45:52,Pru_M_VT_03,Pru,Porites rus,M,VT,Tank_C6,Control,Light,03,10,0.593,1.099,0.46,1,30,1,Red Sea,NA
3857017556,2022-03-21,Day15,15,09:45:56,Pru_M_VT_03,Pru,Porites rus,M,VT,Tank_C6,Control,Light,03,10,0.463,0.901,0.486,2,30,1,Red Sea,NA
3857017561,2022-03-21,Day15,15,09:46:01,Pru_M_VT_03,Pru,Porites rus,M,VT,Tank_C6,Control,Light,03,10,0.617,1.215,0.492,3,30,1,Red Sea,NA
3857017578,2022-03-21,Day15,15,09:46:18,Pru_N_Control_03,Pru,Porites rus,N,Ambient,Tank_C6,Control,Light,03,10,0.765,1.733,0.559,1,30,1,Red Sea,NA
3857017581,2022-03-21,Day15,15,09:46:21,Pru_N_Control_03,Pru,Porites rus,N,Ambient,Tank_C6,Control,Light,03,10,0.759,1.725,0.56,2,30,1,Red Sea,NA
3857017585,2022-03-21,Day15,15,09:46:25,Pru_N_Control_03,Pru,Porites rus,N,Ambient,Tank_C6,Control,Light,03,10,0.752,1.623,0.537,3,30,1,Red Sea,NA
3857017595,2022-03-21,Day15,15,09:46:35,Pru_N_ST_03,Pru,Porites rus,N,ST,Tank_C6,Control,Light,03,10,0.613,1.403,0.563,1,30,1,Red Sea,NA
3857017599,2022-03-21,Day15,15,09:46:39,Pru_N_ST_03,Pru,Porites rus,N,ST,Tank_C6,Control,Light,03,10,0.618,1.493,0.586,2,30,1,Red Sea,NA
3857017603,2022-03-21,Day15,15,09:46:43,Pru_N_ST_03,Pru,Porites rus,N,ST,Tank_C6,Control,Light,03,10,0.667,1.653,0.596,3,30,1,Red Sea,NA
3857017615,2022-03-21,Day15,15,09:46:55,Pru_N_VT_03,Pru,Porites rus,N,VT,Tank_C6,Control,Light,03,10,0.586,1.331,0.56,1,30,1,Red Sea,NA
3857017622,2022-03-21,Day15,15,09:47:02,Pru_N_VT_03,Pru,Porites rus,N,VT,Tank_C6,Control,Light,03,10,0.681,1.596,0.573,2,30,1,Red Sea,NA
3857017626,2022-03-21,Day15,15,09:47:06,Pru_N_VT_03,Pru,Porites rus,N,VT,Tank_C6,Control,Light,03,10,0.561,1.318,0.574,3,30,1,Red Sea,NA
3857017641,2022-03-21,Day15,15,09:47:21,Pru_O_Control_03,Pru,Porites rus,O,Ambient,Tank_C6,Control,Light,03,10,0.583,1.162,0.498,1,30,1,Red Sea,NA
3857017647,2022-03-21,Day15,15,09:47:27,Pru_O_Control_03,Pru,Porites rus,O,Ambient,Tank_C6,Control,Light,03,10,0.571,1.197,0.523,2,30,1,Red Sea,NA
3857017652,2022-03-21,Day15,15,09:47:32,Pru_O_Control_03,Pru,Porites rus,O,Ambient,Tank_C6,Control,Light,03,10,0.553,1.157,0.522,3,30,1,Red Sea,NA
