t,Date,Exp_date,Day,Time,ID,Species_ID,Species,Colony,Prec,Tank_n,Treatment,Meas_type,Frg_n,ML,F,Fm,YII,obs,Survived_day,Status,Region,Year
3853082623,2022-02-03,Day0,0,20:43:43,Pve_G_ST_04,Pve,Pocillopora verrucosa,G,ST,Tank_12,Heat,Dark,04,15,0.861,2.858,0.699,1,NA,NA,Red Sea,2015
3853082644,2022-02-03,Day0,0,20:44:04,Pve_F_VT_04,Pve,Pocillopora verrucosa,F,VT,Tank_12,Heat,Dark,04,15,0.831,2.735,0.696,1,NA,NA,Indonesia,NA
3853082685,2022-02-03,Day0,0,20:44:45,Pve_F_ST_04,Pve,Pocillopora verrucosa,F,ST,Tank_12,Heat,Dark,04,15,0.809,2.729,0.704,1,NA,NA,Indonesia,NA
3853082771,2022-02-03,Day0,0,20:46:11,Pve_3_Control_04,Pve,Pocillopora verrucosa,03,Ambient,Tank_12,Heat,Dark,04,15,0.731,2.566,0.715,1,NA,NA,Red Sea,2019
3853082804,2022-02-03,Day0,0,20:46:44,Pve_F_Control_04,Pve,Pocillopora verrucosa,F,Ambient,Tank_12,Heat,Dark,04,15,0.836,2.729,0.694,1,NA,NA,Indonesia,NA
3853082829,2022-02-03,Day0,0,20:47:09,Pve_G_Control_04,Pve,Pocillopora verrucosa,G,Ambient,Tank_12,Heat,Dark,04,15,0.672,2.514,0.733,1,NA,NA,Red Sea,2015
3853082862,2022-02-03,Day0,0,20:47:42,Pve_3_VT_04,Pve,Pocillopora verrucosa,03,VT,Tank_12,Heat,Dark,04,15,0.762,2.513,0.697,1,NA,NA,Red Sea,2019
3853082892,2022-02-03,Day0,0,20:48:12,Pve_3_ST_04,Pve,Pocillopora verrucosa,03,ST,Tank_12,Heat,Dark,04,15,0.619,2.049,0.698,1,NA,NA,Red Sea,2019
3853083922,2022-02-03,Day0,0,21:05:22,Spi_A_VT_02,Spi,Stylophora pistillata,A,VT,Tank_2,Heat,Dark,02,15,0.752,2.239,0.664,1,NA,NA,Fiji,NA
3853083973,2022-02-03,Day0,0,21:06:13,Spi_D_VT_02,Spi,Stylophora pistillata,D,VT,Tank_2,Heat,Dark,02,15,1.052,3.063,0.657,1,NA,NA,Fiji,NA
3853083990,2022-02-03,Day0,0,21:06:30,Spi_C_VT_02,Spi,Stylophora pistillata,C,VT,Tank_2,Heat,Dark,02,15,0.638,1.661,0.616,1,NA,NA,Fiji,NA
3853084021,2022-02-03,Day0,0,21:07:01,Spi_A_ST_02,Spi,Stylophora pistillata,A,ST,Tank_2,Heat,Dark,02,15,0.721,2.158,0.666,1,NA,NA,Fiji,NA
3853084042,2022-02-03,Day0,0,21:07:22,Spi_C_ST_02,Spi,Stylophora pistillata,C,ST,Tank_2,Heat,Dark,02,15,0.575,1.861,0.691,1,NA,NA,Fiji,NA
3853084062,2022-02-03,Day0,0,21:07:42,Spi_B_ST_02,Spi,Stylophora pistillata,B,ST,Tank_2,Heat,Dark,02,15,0.723,2.334,0.69,1,NA,NA,Fiji,NA
3853084079,2022-02-03,Day0,0,21:07:59,Spi_E_ST_02,Spi,Stylophora pistillata,E,ST,Tank_2,Heat,Dark,02,15,0.616,1.813,0.66,1,NA,NA,Fiji,NA
3853084110,2022-02-03,Day0,0,21:08:30,Spi_D_ST_02,Spi,Stylophora pistillata,D,ST,Tank_2,Heat,Dark,02,15,0.913,2.634,0.653,1,NA,NA,Fiji,NA
3853084177,2022-02-03,Day0,0,21:09:37,Spi_A_Control_02,Spi,Stylophora pistillata,A,Ambient,Tank_2,Heat,Dark,02,15,0.867,2.513,0.655,1,NA,NA,Fiji,NA
3853084203,2022-02-03,Day0,0,21:10:03,Spi_D_Control_02,Spi,Stylophora pistillata,D,Ambient,Tank_2,Heat,Dark,02,15,0.882,2.542,0.653,1,NA,NA,Fiji,NA
3853084224,2022-02-03,Day0,0,21:10:24,Spi_C_Control_02,Spi,Stylophora pistillata,C,Ambient,Tank_2,Heat,Dark,02,15,0.718,2.443,0.706,1,NA,NA,Fiji,NA
3853084246,2022-02-03,Day0,0,21:10:46,Spi_E_Control_02,Spi,Stylophora pistillata,E,Ambient,Tank_2,Heat,Dark,02,15,0.7,2.319,0.698,1,NA,NA,Fiji,NA
3853084280,2022-02-03,Day0,0,21:11:20,Spi_B_Control_02,Spi,Stylophora pistillata,B,Ambient,Tank_2,Heat,Dark,02,15,0.805,2.432,0.669,1,NA,NA,Fiji,NA
3853084306,2022-02-03,Day0,0,21:11:46,Spi_B_VT_02,Spi,Stylophora pistillata,B,VT,Tank_2,Heat,Dark,02,15,0.982,3.11,0.684,1,NA,NA,Fiji,NA
3853084326,2022-02-03,Day0,0,21:12:06,Spi_E_VT_02,Spi,Stylophora pistillata,E,VT,Tank_2,Heat,Dark,02,15,0.714,2.325,0.693,1,NA,NA,Fiji,NA
3853084503,2022-02-03,Day0,0,21:15:03,Spi_B_ST_03,Spi,Stylophora pistillata,B,ST,Tank_3,Control,Dark,03,15,0.585,1.604,0.635,1,NA,NA,Fiji,NA
3853084539,2022-02-03,Day0,0,21:15:39,Spi_D_ST_03,Spi,Stylophora pistillata,D,ST,Tank_3,Control,Dark,03,15,0.838,2.409,0.652,1,NA,NA,Fiji,NA
3853084561,2022-02-03,Day0,0,21:16:01,Spi_C_ST_03,Spi,Stylophora pistillata,C,ST,Tank_3,Control,Dark,03,15,0.696,2.348,0.704,1,NA,NA,Fiji,NA
3853084581,2022-02-03,Day0,0,21:16:21,Spi_A_VT_03,Spi,Stylophora pistillata,A,VT,Tank_3,Control,Dark,03,15,0.835,2.457,0.66,1,NA,NA,Fiji,NA
3853084602,2022-02-03,Day0,0,21:16:42,Spi_C_VT_03,Spi,Stylophora pistillata,C,VT,Tank_3,Control,Dark,03,15,0.541,1.654,0.673,1,NA,NA,Fiji,NA
3853084633,2022-02-03,Day0,0,21:17:13,Spi_D_VT_03,Spi,Stylophora pistillata,D,VT,Tank_3,Control,Dark,03,15,0.95,2.791,0.66,1,NA,NA,Fiji,NA
3853084668,2022-02-03,Day0,0,21:17:48,Spi_B_VT_03,Spi,Stylophora pistillata,B,VT,Tank_3,Control,Dark,03,15,0.81,2.641,0.693,1,NA,NA,Fiji,NA
3853084685,2022-02-03,Day0,0,21:18:05,Spi_E_VT_03,Spi,Stylophora pistillata,E,VT,Tank_3,Control,Dark,03,15,0.68,2.064,0.671,1,NA,NA,Fiji,NA
3853084716,2022-02-03,Day0,0,21:18:36,Spi_A_ST_03,Spi,Stylophora pistillata,A,ST,Tank_3,Control,Dark,03,15,0.819,2.424,0.662,1,NA,NA,Fiji,NA
3853084733,2022-02-03,Day0,0,21:18:53,Spi_E_Control_03,Spi,Stylophora pistillata,E,Ambient,Tank_3,Control,Dark,03,15,0.595,2.036,0.708,1,NA,NA,Fiji,NA
3853084772,2022-02-03,Day0,0,21:19:32,Spi_B_Control_03,Spi,Stylophora pistillata,B,Ambient,Tank_3,Control,Dark,03,15,0.628,2.166,0.71,1,NA,NA,Fiji,NA
3853084794,2022-02-03,Day0,0,21:19:54,Spi_C_Control_03,Spi,Stylophora pistillata,C,Ambient,Tank_3,Control,Dark,03,15,0.585,1.856,0.685,1,NA,NA,Fiji,NA
3853084819,2022-02-03,Day0,0,21:20:19,Spi_D_Control_03,Spi,Stylophora pistillata,D,Ambient,Tank_3,Control,Dark,03,15,0.901,2.563,0.648,1,NA,NA,Fiji,NA
3853084839,2022-02-03,Day0,0,21:20:39,Spi_A_Control_03,Spi,Stylophora pistillata,A,Ambient,Tank_3,Control,Dark,03,15,1.028,2.975,0.654,1,NA,NA,Fiji,NA
3853084857,2022-02-03,Day0,0,21:20:57,Spi_E_ST_03,Spi,Stylophora pistillata,E,ST,Tank_3,Control,Dark,03,15,0.559,1.638,0.659,1,NA,NA,Fiji,NA
3853085057,2022-02-03,Day0,0,21:24:17,Spi_B_ST_04,Spi,Stylophora pistillata,B,ST,Tank_4,Heat,Dark,04,15,0.857,2.699,0.682,1,NA,NA,Fiji,NA
3853085076,2022-02-03,Day0,0,21:24:36,Spi_C_ST_04,Spi,Stylophora pistillata,C,ST,Tank_4,Heat,Dark,04,15,0.687,2.21,0.689,1,NA,NA,Fiji,NA
3853085102,2022-02-03,Day0,0,21:25:02,Spi_D_ST_04,Spi,Stylophora pistillata,D,ST,Tank_4,Heat,Dark,04,15,0.816,2.398,0.66,1,NA,NA,Fiji,NA
3853085117,2022-02-03,Day0,0,21:25:17,Spi_A_VT_04,Spi,Stylophora pistillata,A,VT,Tank_4,Heat,Dark,04,15,0.902,2.758,0.673,1,NA,NA,Fiji,NA
3853085147,2022-02-03,Day0,0,21:25:47,Spi_D_VT_04,Spi,Stylophora pistillata,D,VT,Tank_4,Heat,Dark,04,15,0.791,2.267,0.651,1,NA,NA,Fiji,NA
3853085169,2022-02-03,Day0,0,21:26:09,Spi_C_VT_04,Spi,Stylophora pistillata,C,VT,Tank_4,Heat,Dark,04,15,0.717,2.292,0.687,1,NA,NA,Fiji,NA
3853085184,2022-02-03,Day0,0,21:26:24,Spi_E_VT_04,Spi,Stylophora pistillata,E,VT,Tank_4,Heat,Dark,04,15,0.641,1.841,0.652,1,NA,NA,Fiji,NA
3853085223,2022-02-03,Day0,0,21:27:03,Spi_B_VT_04,Spi,Stylophora pistillata,B,VT,Tank_4,Heat,Dark,04,15,0.892,2.781,0.679,1,NA,NA,Fiji,NA
3853085274,2022-02-03,Day0,0,21:27:54,Spi_A_ST_04,Spi,Stylophora pistillata,A,ST,Tank_4,Heat,Dark,04,15,0.786,2.32,0.661,1,NA,NA,Fiji,NA
3853085296,2022-02-03,Day0,0,21:28:16,Spi_E_Control_04,Spi,Stylophora pistillata,E,Ambient,Tank_4,Heat,Dark,04,15,0.659,2.064,0.681,1,NA,NA,Fiji,NA
3853085334,2022-02-03,Day0,0,21:28:54,Spi_B_Control_04,Spi,Stylophora pistillata,B,Ambient,Tank_4,Heat,Dark,04,15,0.809,2.8,0.711,1,NA,NA,Fiji,NA
3853085351,2022-02-03,Day0,0,21:29:11,Spi_D_Control_04,Spi,Stylophora pistillata,D,Ambient,Tank_4,Heat,Dark,04,15,0.643,2.053,0.687,1,NA,NA,Fiji,NA
3853085385,2022-02-03,Day0,0,21:29:44,Spi_C_Control_04,Spi,Stylophora pistillata,C,Ambient,Tank_4,Heat,Dark,04,15,0.975,2.886,0.662,1,NA,NA,Fiji,NA
3853085408,2022-02-03,Day0,0,21:30:07,Spi_A_Control_04,Spi,Stylophora pistillata,A,Ambient,Tank_4,Heat,Dark,04,15,0.9,2.545,0.646,1,NA,NA,Fiji,NA
3853085430,2022-02-03,Day0,0,21:30:29,Spi_E_ST_04,Spi,Stylophora pistillata,E,ST,Tank_4,Heat,Dark,04,15,0.653,1.859,0.649,1,NA,NA,Fiji,NA
3853085565,2022-02-03,Day0,0,21:32:45,Pve_A_ST_01,Pve,Pocillopora verrucosa,A,ST,Tank_5,Control,Dark,01,15,0.827,2.644,0.687,1,NA,NA,Red Sea,2015
3853085624,2022-02-03,Day0,0,21:33:44,Pve_B_ST_01,Pve,Pocillopora verrucosa,B,ST,Tank_5,Control,Dark,01,15,0.637,2.153,0.704,1,NA,NA,Indonesia,NA
3853085654,2022-02-03,Day0,0,21:34:14,Pve_E_ST_01,Pve,Pocillopora verrucosa,E,ST,Tank_5,Control,Dark,01,15,0.687,1.968,0.651,1,NA,NA,Indonesia,NA
3853085672,2022-02-03,Day0,0,21:34:32,Pve_C_ST_01,Pve,Pocillopora verrucosa,C,ST,Tank_5,Control,Dark,01,15,0.812,2.605,0.688,1,NA,NA,Red Sea,2015
3853085709,2022-02-03,Day0,0,21:35:09,Pve_A_VT_01,Pve,Pocillopora verrucosa,A,VT,Tank_5,Control,Dark,01,15,0.752,2.534,0.703,1,NA,NA,Red Sea,2015
3853085729,2022-02-03,Day0,0,21:35:29,Pve_E_VT_01,Pve,Pocillopora verrucosa,E,VT,Tank_5,Control,Dark,01,15,0.49,1.57,0.688,1,NA,NA,Indonesia,NA
3853085827,2022-02-03,Day0,0,21:37:07,Pve_E_Control_01,Pve,Pocillopora verrucosa,E,Ambient,Tank_5,Control,Dark,01,15,0.655,2.144,0.694,1,NA,NA,Indonesia,NA
3853085847,2022-02-03,Day0,0,21:37:27,Pve_B_VT_01,Pve,Pocillopora verrucosa,B,VT,Tank_5,Control,Dark,01,15,0.686,2.046,0.665,1,NA,NA,Indonesia,NA
3853085879,2022-02-03,Day0,0,21:37:59,Pve_B_Control_01,Pve,Pocillopora verrucosa,B,Ambient,Tank_5,Control,Dark,01,15,0.682,2.305,0.704,1,NA,NA,Indonesia,NA
3853085900,2022-02-03,Day0,0,21:38:20,Pve_C_Control_01,Pve,Pocillopora verrucosa,C,Ambient,Tank_5,Control,Dark,01,15,0.784,2.67,0.706,1,NA,NA,Red Sea,2015
3853085930,2022-02-03,Day0,0,21:38:50,Pve_A_Control_01,Pve,Pocillopora verrucosa,A,Ambient,Tank_5,Control,Dark,01,15,0.822,2.818,0.708,1,NA,NA,Red Sea,2015
3853085958,2022-02-03,Day0,0,21:39:18,Pve_C_VT_01,Pve,Pocillopora verrucosa,C,VT,Tank_5,Control,Dark,01,15,0.738,2.363,0.688,1,NA,NA,Red Sea,2015
3853079269,2022-02-03,Day0,0,19:47:49,Pve_A_ST_02,Pve,Pocillopora verrucosa,A,ST,Tank_6,Heat,Dark,02,15,0.78,2.433,0.679,1,NA,NA,Red Sea,2015
3853079342,2022-02-03,Day0,0,19:49:02,Pve_B_ST_02,Pve,Pocillopora verrucosa,B,ST,Tank_6,Heat,Dark,02,15,0.715,2.183,0.672,1,NA,NA,Indonesia,NA
3853079391,2022-02-03,Day0,0,19:49:51,Pve_E_ST_02,Pve,Pocillopora verrucosa,E,ST,Tank_6,Heat,Dark,02,15,0.73,2.353,0.69,1,NA,NA,Indonesia,NA
3853079422,2022-02-03,Day0,0,19:50:22,Pve_C_ST_02,Pve,Pocillopora verrucosa,C,ST,Tank_6,Heat,Dark,02,15,0.791,2.662,0.703,1,NA,NA,Red Sea,2015
3853079460,2022-02-03,Day0,0,19:51:00,Pve_A_VT_02,Pve,Pocillopora verrucosa,A,VT,Tank_6,Heat,Dark,02,15,0.752,2.239,0.664,1,NA,NA,Red Sea,2015
3853079497,2022-02-03,Day0,0,19:51:37,Pve_E_VT_02,Pve,Pocillopora verrucosa,E,VT,Tank_6,Heat,Dark,02,15,0.556,1.888,0.706,1,NA,NA,Indonesia,NA
3853079566,2022-02-03,Day0,0,19:52:46,Pve_B_VT_02,Pve,Pocillopora verrucosa,B,VT,Tank_6,Heat,Dark,02,15,0.63,2.154,0.708,1,NA,NA,Indonesia,NA
3853079601,2022-02-03,Day0,0,19:53:21,Pve_E_Control_02,Pve,Pocillopora verrucosa,E,Ambient,Tank_6,Heat,Dark,02,15,0.539,1.824,0.704,1,NA,NA,Indonesia,NA
3853079624,2022-02-03,Day0,0,19:53:44,Pve_B_Control_02,Pve,Pocillopora verrucosa,B,Ambient,Tank_6,Heat,Dark,02,15,0.777,2.582,0.699,1,NA,NA,Indonesia,NA
3853079647,2022-02-03,Day0,0,19:54:07,Pve_C_Control_02,Pve,Pocillopora verrucosa,C,Ambient,Tank_6,Heat,Dark,02,15,0.776,2.691,0.712,1,NA,NA,Red Sea,2015
3853079678,2022-02-03,Day0,0,19:54:38,Pve_A_Control_02,Pve,Pocillopora verrucosa,A,Ambient,Tank_6,Heat,Dark,02,15,0.936,3.087,0.697,1,NA,NA,Red Sea,2015
3853079705,2022-02-03,Day0,0,19:55:05,Pve_C_VT_02,Pve,Pocillopora verrucosa,C,VT,Tank_6,Heat,Dark,02,15,0.844,2.858,0.705,1,NA,NA,Red Sea,2015
3853079871,2022-02-03,Day0,0,19:57:51,Pve_G_ST_01,Pve,Pocillopora verrucosa,G,ST,Tank_7,Control,Dark,01,15,0.862,2.823,0.695,1,NA,NA,Red Sea,2015
3853079902,2022-02-03,Day0,0,19:58:22,Pve_F_ST_01,Pve,Pocillopora verrucosa,F,ST,Tank_7,Control,Dark,01,15,0.966,2.854,0.662,1,NA,NA,Indonesia,NA
3853079964,2022-02-03,Day0,0,19:59:24,Pve_3_ST_01,Pve,Pocillopora verrucosa,03,ST,Tank_7,Control,Dark,01,15,0.682,2.334,0.708,1,NA,NA,Red Sea,2019
3853080024,2022-02-03,Day0,0,20:00:24,Pve_F_VT_01,Pve,Pocillopora verrucosa,F,VT,Tank_7,Control,Dark,01,15,0.775,2.311,0.665,1,NA,NA,Indonesia,NA
3853080061,2022-02-03,Day0,0,20:01:01,Pve_G_VT_01,Pve,Pocillopora verrucosa,G,VT,Tank_7,Control,Dark,01,15,0.617,2.151,0.713,1,NA,NA,Red Sea,2015
3853080116,2022-02-03,Day0,0,20:01:56,Pve_F_Control_01,Pve,Pocillopora verrucosa,F,Ambient,Tank_7,Control,Dark,01,15,0.696,2.4,0.71,1,NA,NA,Indonesia,NA
3853080147,2022-02-03,Day0,0,20:02:27,Pve_G_Control_01,Pve,Pocillopora verrucosa,G,Ambient,Tank_7,Control,Dark,01,15,0.795,2.616,0.696,1,NA,NA,Red Sea,2015
3853080206,2022-02-03,Day0,0,20:03:26,Pve_3_Control_01,Pve,Pocillopora verrucosa,03,Ambient,Tank_7,Control,Dark,01,15,0.624,2.099,0.703,1,NA,NA,Red Sea,2019
3853080238,2022-02-03,Day0,0,20:03:58,Pve_3_VT_01,Pve,Pocillopora verrucosa,03,VT,Tank_7,Control,Dark,01,15,0.682,2.295,0.703,1,NA,NA,Red Sea,2019
3853080384,2022-02-03,Day0,0,20:06:24,Pve_G_ST_02,Pve,Pocillopora verrucosa,G,ST,Tank_8,Heat,Dark,02,15,0.856,2.575,0.668,1,NA,NA,Red Sea,2015
3853080411,2022-02-03,Day0,0,20:06:51,Pve_F_ST_02,Pve,Pocillopora verrucosa,F,ST,Tank_8,Heat,Dark,02,15,0.807,2.79,0.711,1,NA,NA,Indonesia,NA
3853080842,2022-02-03,Day0,0,20:14:02,Pve_A_VT_03,Pve,Pocillopora verrucosa,A,VT,Tank_9,Control,Dark,03,15,1.012,3.229,0.687,1,NA,NA,Red Sea,2015
3853080869,2022-02-03,Day0,0,20:14:29,Pve_C_ST_03,Pve,Pocillopora verrucosa,C,ST,Tank_9,Control,Dark,03,15,0.879,2.88,0.695,1,NA,NA,Red Sea,2015
3853080909,2022-02-03,Day0,0,20:15:09,Pve_A_ST_03,Pve,Pocillopora verrucosa,A,ST,Tank_9,Control,Dark,03,15,0.787,2.448,0.679,1,NA,NA,Red Sea,2015
3853080934,2022-02-03,Day0,0,20:15:34,Pve_C_VT_03,Pve,Pocillopora verrucosa,C,VT,Tank_9,Control,Dark,03,15,0.759,2.496,0.696,1,NA,NA,Red Sea,2015
3853080968,2022-02-03,Day0,0,20:16:08,Pve_B_ST_03,Pve,Pocillopora verrucosa,B,ST,Tank_9,Control,Dark,03,15,0.923,3.064,0.699,1,NA,NA,Indonesia,NA
3853081039,2022-02-03,Day0,0,20:17:19,Pve_E_ST_03,Pve,Pocillopora verrucosa,E,ST,Tank_9,Control,Dark,03,15,0.531,1.859,0.714,1,NA,NA,Indonesia,NA
3853081083,2022-02-03,Day0,0,20:18:03,Pve_A_Control_03,Pve,Pocillopora verrucosa,A,Ambient,Tank_9,Control,Dark,03,15,0.788,2.53,0.689,1,NA,NA,Red Sea,2015
3853081106,2022-02-03,Day0,0,20:18:26,Pve_C_Control_03,Pve,Pocillopora verrucosa,C,Ambient,Tank_9,Control,Dark,03,15,0.91,3.051,0.702,1,NA,NA,Red Sea,2015
3853081129,2022-02-03,Day0,0,20:18:49,Pve_B_Control_03,Pve,Pocillopora verrucosa,B,Ambient,Tank_9,Control,Dark,03,15,0.796,2.793,0.715,1,NA,NA,Indonesia,NA
3853081161,2022-02-03,Day0,0,20:19:21,Pve_E_Control_03,Pve,Pocillopora verrucosa,E,Ambient,Tank_9,Control,Dark,03,15,0.72,2.335,0.692,1,NA,NA,Indonesia,NA
3853081188,2022-02-03,Day0,0,20:19:48,Pve_E_VT_03,Pve,Pocillopora verrucosa,E,VT,Tank_9,Control,Dark,03,15,0.549,1.964,0.72,1,NA,NA,Indonesia,NA
3853081206,2022-02-03,Day0,0,20:20:06,Pve_B_VT_03,Pve,Pocillopora verrucosa,B,VT,Tank_9,Control,Dark,03,15,0.734,2.24,0.672,1,NA,NA,Indonesia,NA
3853257054,2022-02-05,Day01,1,21:10:54,Spi_A_VT_01,Spi,Stylophora pistillata,A,VT,Tank_1,Control,Dark,01,10,0.583,1.734,0.664,1,NA,NA,Fiji,NA
3853257086,2022-02-05,Day01,1,21:11:26,Spi_D_VT_01,Spi,Stylophora pistillata,D,VT,Tank_1,Control,Dark,01,10,0.586,1.686,0.652,1,NA,NA,Fiji,NA
3853257126,2022-02-05,Day01,1,21:12:06,Spi_C_VT_01,Spi,Stylophora pistillata,C,VT,Tank_1,Control,Dark,01,10,0.382,1.158,0.67,1,NA,NA,Fiji,NA
3853257162,2022-02-05,Day01,1,21:12:42,Spi_B_ST_01,Spi,Stylophora pistillata,B,ST,Tank_1,Control,Dark,01,10,0.564,1.779,0.683,1,NA,NA,Fiji,NA
3853257195,2022-02-05,Day01,1,21:13:15,Spi_E_ST_01,Spi,Stylophora pistillata,E,ST,Tank_1,Control,Dark,01,10,0.345,0.925,0.627,1,NA,NA,Fiji,NA
3853257229,2022-02-05,Day01,1,21:13:49,Spi_A_ST_01,Spi,Stylophora pistillata,A,ST,Tank_1,Control,Dark,01,10,0.6,1.773,0.662,1,NA,NA,Fiji,NA
3853257271,2022-02-05,Day01,1,21:14:31,Spi_D_ST_01,Spi,Stylophora pistillata,D,ST,Tank_1,Control,Dark,01,10,0.667,1.858,0.641,1,NA,NA,Fiji,NA
3853257301,2022-02-05,Day01,1,21:15:01,Spi_C_ST_01,Spi,Stylophora pistillata,C,ST,Tank_1,Control,Dark,01,10,0.364,0.996,0.635,1,NA,NA,Fiji,NA
3853257337,2022-02-05,Day01,1,21:15:37,Spi_B_VT_01,Spi,Stylophora pistillata,B,VT,Tank_1,Control,Dark,01,10,0.577,1.789,0.677,1,NA,NA,Fiji,NA
3853257366,2022-02-05,Day01,1,21:16:06,Spi_B_Control_01,Spi,Stylophora pistillata,B,Ambient,Tank_1,Control,Dark,01,10,0.607,1.956,0.69,1,NA,NA,Fiji,NA
3853257395,2022-02-05,Day01,1,21:16:35,Spi_E_Control_01,Spi,Stylophora pistillata,E,Ambient,Tank_1,Control,Dark,01,10,0.438,1.308,0.665,1,NA,NA,Fiji,NA
3853257428,2022-02-05,Day01,1,21:17:08,Spi_C_Control_01,Spi,Stylophora pistillata,C,Ambient,Tank_1,Control,Dark,01,10,0.507,1.801,0.718,1,NA,NA,Fiji,NA
3853257459,2022-02-05,Day01,1,21:17:39,Spi_A_Control_01,Spi,Stylophora pistillata,A,Ambient,Tank_1,Control,Dark,01,10,0.714,1.949,0.634,1,NA,NA,Fiji,NA
3853257487,2022-02-05,Day01,1,21:18:07,Spi_D_Control_01,Spi,Stylophora pistillata,D,Ambient,Tank_1,Control,Dark,01,10,0.685,1.922,0.644,1,NA,NA,Fiji,NA
3853257525,2022-02-05,Day01,1,21:18:45,Spi_E_VT_01,Spi,Stylophora pistillata,E,VT,Tank_1,Control,Dark,01,10,0.46,1.471,0.687,1,NA,NA,Fiji,NA
3853254759,2022-02-05,Day01,1,20:32:39,Pve_C_ST_04,Pve,Pocillopora verrucosa,C,ST,Tank_10,Heat,Dark,04,10,0.278,0.382,0.272,1,NA,NA,Red Sea,2015
3853254828,2022-02-05,Day01,1,20:33:48,Pve_B_VT_04,Pve,Pocillopora verrucosa,B,VT,Tank_10,Heat,Dark,04,10,0.51,0.63,0.19,1,NA,NA,Indonesia,NA
3853254893,2022-02-05,Day01,1,20:34:53,Pve_C_VT_04,Pve,Pocillopora verrucosa,C,VT,Tank_10,Heat,Dark,04,10,0.441,0.513,0.14,1,NA,NA,Red Sea,2015
3853254936,2022-02-05,Day01,1,20:35:36,Pve_A_ST_04,Pve,Pocillopora verrucosa,A,ST,Tank_10,Heat,Dark,04,10,0.278,0.408,0.319,1,NA,NA,Red Sea,2015
3853254990,2022-02-05,Day01,1,20:36:30,Pve_B_ST_04,Pve,Pocillopora verrucosa,B,ST,Tank_10,Heat,Dark,04,10,0.396,0.432,0.083,1,NA,NA,Indonesia,NA
3853255054,2022-02-05,Day01,1,20:37:34,Pve_E_ST_04,Pve,Pocillopora verrucosa,E,ST,Tank_10,Heat,Dark,04,10,0.326,0.659,0.505,1,NA,NA,Indonesia,NA
3853255100,2022-02-05,Day01,1,20:38:20,Pve_A_Control_04,Pve,Pocillopora verrucosa,A,Ambient,Tank_10,Heat,Dark,04,10,0.398,0.543,0.267,1,NA,NA,Red Sea,2015
3853255295,2022-02-05,Day01,1,20:41:35,Pve_C_Control_04,Pve,Pocillopora verrucosa,C,Ambient,Tank_10,Heat,Dark,04,10,0.29,0.322,0.099,1,NA,NA,Red Sea,2015
3853255330,2022-02-05,Day01,1,20:42:10,Pve_B_Control_04,Pve,Pocillopora verrucosa,B,Ambient,Tank_10,Heat,Dark,04,10,0.433,0.442,0.02,1,NA,NA,Indonesia,NA
3853255394,2022-02-05,Day01,1,20:43:14,Pve_E_Control_04,Pve,Pocillopora verrucosa,E,Ambient,Tank_10,Heat,Dark,04,10,0.117,0.166,0.295,1,NA,NA,Indonesia,NA
3853255491,2022-02-05,Day01,1,20:44:51,Pve_E_VT_04,Pve,Pocillopora verrucosa,E,VT,Tank_10,Heat,Dark,04,10,0.211,0.473,0.554,1,NA,NA,Indonesia,NA
3853255540,2022-02-05,Day01,1,20:45:40,Pve_A_VT_04,Pve,Pocillopora verrucosa,A,VT,Tank_10,Heat,Dark,04,10,0.288,0.615,0.532,1,NA,NA,Red Sea,2015
3853255799,2022-02-05,Day01,1,20:49:59,Pve_3_VT_03,Pve,Pocillopora verrucosa,03,VT,Tank_11,Control,Dark,03,10,0.439,1.546,0.716,1,NA,NA,Red Sea,2019
3853255835,2022-02-05,Day01,1,20:50:35,Pve_3_ST_03,Pve,Pocillopora verrucosa,03,ST,Tank_11,Control,Dark,03,10,0.369,1.353,0.727,1,NA,NA,Red Sea,2019
3853255884,2022-02-05,Day01,1,20:51:24,Pve_G_VT_03,Pve,Pocillopora verrucosa,G,VT,Tank_11,Control,Dark,03,10,0.582,2.087,0.721,1,NA,NA,Red Sea,2015
3853255924,2022-02-05,Day01,1,20:52:04,Pve_F_ST_03,Pve,Pocillopora verrucosa,F,ST,Tank_11,Control,Dark,03,10,0.498,1.625,0.694,1,NA,NA,Indonesia,NA
3853255965,2022-02-05,Day01,1,20:52:45,Pve_F_VT_03,Pve,Pocillopora verrucosa,F,VT,Tank_11,Control,Dark,03,10,0.563,1.868,0.699,1,NA,NA,Indonesia,NA
3853256026,2022-02-05,Day01,1,20:53:46,Pve_G_Control_03,Pve,Pocillopora verrucosa,G,Ambient,Tank_11,Control,Dark,03,10,0.497,1.551,0.68,1,NA,NA,Red Sea,2015
3853256063,2022-02-05,Day01,1,20:54:23,Pve_F_Control_03,Pve,Pocillopora verrucosa,F,Ambient,Tank_11,Control,Dark,03,10,0.514,1.723,0.702,1,NA,NA,Indonesia,NA
3853256103,2022-02-05,Day01,1,20:55:03,Pve_3_Control_03,Pve,Pocillopora verrucosa,03,Ambient,Tank_11,Control,Dark,03,10,0.545,1.901,0.713,1,NA,NA,Red Sea,2019
3853256191,2022-02-05,Day01,1,20:56:31,Pve_G_ST_03,Pve,Pocillopora verrucosa,G,ST,Tank_11,Control,Dark,03,10,0.443,1.388,0.681,1,NA,NA,Red Sea,2015
