Species;Species_ID;Colony;Prec;Frg_n;Treatment;Day;Tank_n;Region;F;Fm;YII;obs;Survived_day;Status
Pocillopora verrucosa;Pve;B;ST;4;Heat;0;Tank_10;Indonesia;0,496;1,350;0,633;1;NA;NA
Pocillopora verrucosa;Pve;B;ST;4;Heat;0;Tank_10;Indonesia;0,627;1,713;0,634;2;NA;NA
Pocillopora verrucosa;Pve;B;ST;4;Heat;0;Tank_10;Indonesia;0,472;1,236;0,618;3;NA;NA
Pocillopora verrucosa;Pve;E;ST;4;Heat;0;Tank_10;Indonesia;0,553;1,351;0,591;1;NA;NA
Pocillopora verrucosa;Pve;E;ST;4;Heat;0;Tank_10;Indonesia;0,719;1,873;0,616;2;NA;NA
Pocillopora verrucosa;Pve;E;ST;4;Heat;0;Tank_10;Indonesia;0,357;0,801;0,554;3;NA;NA
Pocillopora verrucosa;Pve;A;Ambient;4;Heat;0;Tank_10;Red Sea;0,955;2,568;0,628;1;NA;NA
Pocillopora verrucosa;Pve;A;Ambient;4;Heat;0;Tank_10;Red Sea;0,773;2,140;0,639;2;NA;NA
Pocillopora verrucosa;Pve;A;Ambient;4;Heat;0;Tank_10;Red Sea;0,918;2,257;0,593;3;NA;NA
Pocillopora verrucosa;Pve;C;Ambient;4;Heat;0;Tank_10;Red Sea;0,455;1,238;0,632;1;NA;NA
Pocillopora verrucosa;Pve;C;Ambient;4;Heat;0;Tank_10;Red Sea;0,600;1,475;0,593;2;NA;NA
Pocillopora verrucosa;Pve;C;Ambient;4;Heat;0;Tank_10;Red Sea;0,453;1,226;0,631;3;NA;NA
Pocillopora verrucosa;Pve;B;Ambient;4;Heat;0;Tank_10;Indonesia;0,696;1,805;0,614;1;NA;NA
Pocillopora verrucosa;Pve;B;Ambient;4;Heat;0;Tank_10;Indonesia;0,690;1,895;0,636;2;NA;NA
Pocillopora verrucosa;Pve;B;Ambient;4;Heat;0;Tank_10;Indonesia;0,680;1,784;0,619;3;NA;NA
Pocillopora verrucosa;Pve;E;Ambient;4;Heat;0;Tank_10;Indonesia;0,645;1,608;0,599;1;NA;NA
Pocillopora verrucosa;Pve;E;Ambient;4;Heat;0;Tank_10;Indonesia;0,634;1,549;0,591;2;NA;NA
Pocillopora verrucosa;Pve;E;Ambient;4;Heat;0;Tank_10;Indonesia;0,395;1,289;0,694;3;NA;NA
Pocillopora verrucosa;Pve;E;VT;4;Heat;0;Tank_10;Indonesia;0,475;1,241;0,617;1;NA;NA
Pocillopora verrucosa;Pve;E;VT;4;Heat;0;Tank_10;Indonesia;0,565;1,284;0,560;2;NA;NA
Pocillopora verrucosa;Pve;E;VT;4;Heat;0;Tank_10;Indonesia;0,349;0,859;0,594;3;NA;NA
Pocillopora verrucosa;Pve;A;VT;4;Heat;0;Tank_10;Red Sea;0,631;1,565;0,597;1;NA;NA
Pocillopora verrucosa;Pve;A;VT;4;Heat;0;Tank_10;Red Sea;0,592;1,576;0,624;2;NA;NA
Pocillopora verrucosa;Pve;A;VT;4;Heat;0;Tank_10;Red Sea;0,561;1,486;0,622;3;NA;NA
Pocillopora verrucosa;Pve;A;ST;4;Heat;0;Tank_10;Red Sea;0,769;2,130;0,639;1;NA;NA
Pocillopora verrucosa;Pve;A;ST;4;Heat;0;Tank_10;Red Sea;0,745;2,040;0,635;2;NA;NA
Pocillopora verrucosa;Pve;A;ST;4;Heat;0;Tank_10;Red Sea;0,870;2,426;0,641;3;NA;NA
Pocillopora verrucosa;Pve;03;VT;3;Control;0;Tank_11;Red Sea;0,734;2,197;0,666;1;NA;NA
Pocillopora verrucosa;Pve;03;VT;3;Control;0;Tank_11;Red Sea;0,540;1,540;0,649;2;NA;NA
Pocillopora verrucosa;Pve;03;VT;3;Control;0;Tank_11;Red Sea;0,700;2,072;0,662;3;NA;NA
Pocillopora verrucosa;Pve;03;ST;3;Control;0;Tank_11;Red Sea;0,607;1,796;0,662;1;NA;NA
Pocillopora verrucosa;Pve;03;ST;3;Control;0;Tank_11;Red Sea;0,456;1,239;0,632;2;NA;NA
Pocillopora verrucosa;Pve;03;ST;3;Control;0;Tank_11;Red Sea;0,493;1,613;0,694;3;NA;NA
Pocillopora verrucosa;Pve;G;VT;3;Control;0;Tank_11;Red Sea;0,538;1,393;0,614;1;NA;NA
Pocillopora verrucosa;Pve;G;VT;3;Control;0;Tank_11;Red Sea;0,698;1,955;0,643;2;NA;NA
Pocillopora verrucosa;Pve;G;VT;3;Control;0;Tank_11;Red Sea;0,527;1,518;0,653;3;NA;NA
Pocillopora verrucosa;Pve;F;ST;3;Control;0;Tank_11;Indonesia;0,814;2,117;0,615;1;NA;NA
Pocillopora verrucosa;Pve;F;ST;3;Control;0;Tank_11;Indonesia;0,642;1,744;0,632;2;NA;NA
Pocillopora verrucosa;Pve;F;ST;3;Control;0;Tank_11;Indonesia;0,729;1,929;0,622;3;NA;NA
Pocillopora verrucosa;Pve;F;VT;3;Control;0;Tank_11;Indonesia;0,777;2,076;0,626;1;NA;NA
Pocillopora verrucosa;Pve;F;VT;3;Control;0;Tank_11;Indonesia;0,728;1,873;0,611;2;NA;NA
Pocillopora verrucosa;Pve;F;VT;3;Control;0;Tank_11;Indonesia;0,748;1,971;0,620;3;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;3;Control;0;Tank_11;Red Sea;0,546;1,462;0,627;1;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;3;Control;0;Tank_11;Red Sea;0,327;0,735;0,555;2;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;3;Control;0;Tank_11;Red Sea;0,432;1,197;0,639;3;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;3;Control;0;Tank_11;Indonesia;0,611;1,580;0,613;1;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;3;Control;0;Tank_11;Indonesia;0,625;1,637;0,618;2;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;3;Control;0;Tank_11;Indonesia;0,415;1,008;0,588;3;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;3;Control;0;Tank_11;Red Sea;0,688;2,037;0,662;1;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;3;Control;0;Tank_11;Red Sea;0,609;1,753;0,653;2;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;3;Control;0;Tank_11;Red Sea;0,809;2,415;0,665;3;NA;NA
Pocillopora verrucosa;Pve;G;ST;3;Control;0;Tank_11;Red Sea;0,674;1,638;0,589;1;NA;NA
Pocillopora verrucosa;Pve;G;ST;3;Control;0;Tank_11;Red Sea;0,752;1,747;0,570;2;NA;NA
Pocillopora verrucosa;Pve;G;ST;3;Control;0;Tank_11;Red Sea;0,814;2,271;0,642;3;NA;NA
Pocillopora verrucosa;Pve;G;VT;4;Heat;0;Tank_12;Red Sea;0,880;2,340;0,624;1;NA;NA
Pocillopora verrucosa;Pve;G;VT;4;Heat;0;Tank_12;Red Sea;0,747;1,951;0,617;2;NA;NA
Pocillopora verrucosa;Pve;G;VT;4;Heat;0;Tank_12;Red Sea;0,392;0,990;0,604;3;NA;NA
Pocillopora verrucosa;Pve;G;ST;4;Heat;0;Tank_12;Red Sea;0,563;1,507;0,626;1;NA;NA
Pocillopora verrucosa;Pve;G;ST;4;Heat;0;Tank_12;Red Sea;0,655;1,747;0,625;2;NA;NA
Pocillopora verrucosa;Pve;G;ST;4;Heat;0;Tank_12;Red Sea;0,569;1,499;0,620;3;NA;NA
Pocillopora verrucosa;Pve;F;VT;4;Heat;0;Tank_12;Indonesia;0,733;1,654;0,557;1;NA;NA
Pocillopora verrucosa;Pve;F;VT;4;Heat;0;Tank_12;Indonesia;0,832;2,122;0,608;2;NA;NA
Pocillopora verrucosa;Pve;F;VT;4;Heat;0;Tank_12;Indonesia;0,635;1,736;0,634;3;NA;NA
Pocillopora verrucosa;Pve;F;ST;4;Heat;0;Tank_12;Indonesia;0,747;1,897;0,606;1;NA;NA
Pocillopora verrucosa;Pve;F;ST;4;Heat;0;Tank_12;Indonesia;0,500;1,261;0,603;2;NA;NA
Pocillopora verrucosa;Pve;F;ST;4;Heat;0;Tank_12;Indonesia;0,616;1,561;0,605;3;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;4;Heat;0;Tank_12;Red Sea;0,663;2,067;0,679;1;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;4;Heat;0;Tank_12;Red Sea;1,031;3,337;0,691;2;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;4;Heat;0;Tank_12;Red Sea;0,831;2,675;0,689;3;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;4;Heat;0;Tank_12;Indonesia;0,435;1,061;0,590;1;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;4;Heat;0;Tank_12;Indonesia;0,789;2,189;0,640;2;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;4;Heat;0;Tank_12;Indonesia;0,923;2,752;0,665;3;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;4;Heat;0;Tank_12;Red Sea;0,415;1,138;0,635;1;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;4;Heat;0;Tank_12;Red Sea;0,625;1,719;0,636;2;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;4;Heat;0;Tank_12;Red Sea;0,821;2,159;0,620;3;NA;NA
Pocillopora verrucosa;Pve;03;VT;4;Heat;0;Tank_12;Red Sea;0,603;1,535;0,607;1;NA;NA
Pocillopora verrucosa;Pve;03;VT;4;Heat;0;Tank_12;Red Sea;0,673;1,761;0,618;2;NA;NA
Pocillopora verrucosa;Pve;03;VT;4;Heat;0;Tank_12;Red Sea;0,622;1,640;0,621;3;NA;NA
Pocillopora verrucosa;Pve;03;ST;4;Heat;0;Tank_12;Red Sea;0,596;1,661;0,641;1;NA;NA
Pocillopora verrucosa;Pve;03;ST;4;Heat;0;Tank_12;Red Sea;0,734;2,068;0,645;2;NA;NA
Pocillopora verrucosa;Pve;03;ST;4;Heat;0;Tank_12;Red Sea;0,804;2,114;0,620;3;NA;NA
Stylophora pistillata;Spi;B;ST;2;Heat;0;Tank_2;Fiji;0,186;0,461;0,597;1;NA;NA
Stylophora pistillata;Spi;B;ST;2;Heat;0;Tank_2;Fiji;0,143;0,302;0,526;2;NA;NA
Stylophora pistillata;Spi;B;ST;2;Heat;0;Tank_2;Fiji;0,617;1,437;0,571;3;NA;NA
Stylophora pistillata;Spi;A;VT;2;Heat;0;Tank_2;Fiji;0,894;2,175;0,589;1;NA;NA
Stylophora pistillata;Spi;A;VT;2;Heat;0;Tank_2;Fiji;0,919;2,306;0,601;2;NA;NA
Stylophora pistillata;Spi;A;VT;2;Heat;0;Tank_2;Fiji;0,727;1,763;0,588;3;NA;NA
Stylophora pistillata;Spi;D;VT;2;Heat;0;Tank_2;Fiji;0,791;1,917;0,587;1;NA;NA
Stylophora pistillata;Spi;D;VT;2;Heat;0;Tank_2;Fiji;0,550;1,278;0,570;2;NA;NA
Stylophora pistillata;Spi;D;VT;2;Heat;0;Tank_2;Fiji;0,750;1,871;0,599;3;NA;NA
Stylophora pistillata;Spi;C;VT;2;Heat;0;Tank_2;Fiji;0,497;1,092;0,545;1;NA;NA
Stylophora pistillata;Spi;C;VT;2;Heat;0;Tank_2;Fiji;0,456;0,974;0,532;2;NA;NA
Stylophora pistillata;Spi;C;VT;2;Heat;0;Tank_2;Fiji;0,540;1,204;0,551;3;NA;NA
Stylophora pistillata;Spi;A;ST;2;Heat;0;Tank_2;Fiji;0,628;1,440;0,564;1;NA;NA
Stylophora pistillata;Spi;A;ST;2;Heat;0;Tank_2;Fiji;0,615;1,367;0,550;2;NA;NA
Stylophora pistillata;Spi;A;ST;2;Heat;0;Tank_2;Fiji;0,670;1,527;0,561;3;NA;NA
Stylophora pistillata;Spi;C;ST;2;Heat;0;Tank_2;Fiji;0,435;1,016;0,572;1;NA;NA
Stylophora pistillata;Spi;C;ST;2;Heat;0;Tank_2;Fiji;0,498;1,355;0,632;2;NA;NA
Stylophora pistillata;Spi;C;ST;2;Heat;0;Tank_2;Fiji;0,620;1,624;0,618;3;NA;NA
Stylophora pistillata;Spi;E;ST;2;Heat;0;Tank_2;Fiji;0,447;1,084;0,588;1;NA;NA
Stylophora pistillata;Spi;E;ST;2;Heat;0;Tank_2;Fiji;0,474;1,118;0,576;2;NA;NA
Stylophora pistillata;Spi;E;ST;2;Heat;0;Tank_2;Fiji;0,533;1,247;0,573;3;NA;NA
Stylophora pistillata;Spi;D;ST;2;Heat;0;Tank_2;Fiji;0,947;2,126;0,555;1;NA;NA
Stylophora pistillata;Spi;D;ST;2;Heat;0;Tank_2;Fiji;0,596;1,402;0,575;2;NA;NA
Stylophora pistillata;Spi;D;ST;2;Heat;0;Tank_2;Fiji;0,523;1,212;0,568;3;NA;NA
Stylophora pistillata;Spi;A;Ambient;2;Heat;0;Tank_2;Fiji;0,854;2,274;0,624;1;NA;NA
Stylophora pistillata;Spi;A;Ambient;2;Heat;0;Tank_2;Fiji;0,855;2,156;0,603;2;NA;NA
Stylophora pistillata;Spi;A;Ambient;2;Heat;0;Tank_2;Fiji;0,627;1,660;0,622;3;NA;NA
Stylophora pistillata;Spi;D;Ambient;2;Heat;0;Tank_2;Fiji;0,774;1,899;0,592;1;NA;NA
Stylophora pistillata;Spi;D;Ambient;2;Heat;0;Tank_2;Fiji;0,808;2,112;0,617;2;NA;NA
Stylophora pistillata;Spi;D;Ambient;2;Heat;0;Tank_2;Fiji;0,767;1,911;0,599;3;NA;NA
Stylophora pistillata;Spi;E;VT;2;Heat;0;Tank_2;Fiji;0,616;1,619;0,620;1;NA;NA
Stylophora pistillata;Spi;E;VT;2;Heat;0;Tank_2;Fiji;0,305;1,194;0,745;2;NA;NA
Stylophora pistillata;Spi;E;VT;2;Heat;0;Tank_2;Fiji;0,645;1,650;0,609;3;NA;NA
Stylophora pistillata;Spi;C;Ambient;2;Heat;0;Tank_2;Fiji;0,462;1,250;0,630;1;NA;NA
Stylophora pistillata;Spi;C;Ambient;2;Heat;0;Tank_2;Fiji;0,614;1,737;0,647;2;NA;NA
Stylophora pistillata;Spi;C;Ambient;2;Heat;0;Tank_2;Fiji;0,435;1,118;0,611;3;NA;NA
Stylophora pistillata;Spi;E;Ambient;2;Heat;0;Tank_2;Fiji;0,500;1,310;0,618;1;NA;NA
Stylophora pistillata;Spi;E;Ambient;2;Heat;0;Tank_2;Fiji;0,488;1,383;0,647;2;NA;NA
Stylophora pistillata;Spi;E;Ambient;2;Heat;0;Tank_2;Fiji;0,504;1,306;0,614;3;NA;NA
Stylophora pistillata;Spi;B;VT;2;Heat;0;Tank_2;Fiji;0,719;1,443;0,502;1;NA;NA
Stylophora pistillata;Spi;B;VT;2;Heat;0;Tank_2;Fiji;0,919;2,232;0,588;2;NA;NA
Stylophora pistillata;Spi;B;VT;2;Heat;0;Tank_2;Fiji;0,558;1,409;0,604;3;NA;NA
Stylophora pistillata;Spi;B;Ambient;2;Heat;0;Tank_2;Fiji;0,626;1,677;0,627;1;NA;NA
Stylophora pistillata;Spi;B;Ambient;2;Heat;0;Tank_2;Fiji;0,548;1,425;0,615;2;NA;NA
Stylophora pistillata;Spi;B;Ambient;2;Heat;0;Tank_2;Fiji;0,659;1,823;0,639;3;NA;NA
Stylophora pistillata;Spi;B;ST;3;Control;0;Tank_3;Fiji;0,800;1,973;0,595;1;NA;NA
Stylophora pistillata;Spi;B;ST;3;Control;0;Tank_3;Fiji;0,248;0,792;0,687;2;NA;NA
Stylophora pistillata;Spi;B;ST;3;Control;0;Tank_3;Fiji;0,550;1,596;0,655;3;NA;NA
Stylophora pistillata;Spi;D;VT;3;Control;0;Tank_3;Fiji;0,836;2,029;0,588;1;NA;NA
Stylophora pistillata;Spi;D;VT;3;Control;0;Tank_3;Fiji;1,038;2,546;0,592;2;NA;NA
Stylophora pistillata;Spi;D;VT;3;Control;0;Tank_3;Fiji;0,742;1,775;0,582;3;NA;NA
Stylophora pistillata;Spi;D;ST;3;Control;0;Tank_3;Fiji;1,031;2,374;0,566;1;NA;NA
Stylophora pistillata;Spi;D;ST;3;Control;0;Tank_3;Fiji;0,684;1,614;0,576;2;NA;NA
Stylophora pistillata;Spi;D;ST;3;Control;0;Tank_3;Fiji;0,824;1,984;0,585;3;NA;NA
Stylophora pistillata;Spi;E;VT;3;Control;0;Tank_3;Fiji;0,476;1,148;0,585;1;NA;NA
Stylophora pistillata;Spi;E;VT;3;Control;0;Tank_3;Fiji;0,635;1,534;0,586;2;NA;NA
Stylophora pistillata;Spi;E;VT;3;Control;0;Tank_3;Fiji;0,488;1,124;0,566;3;NA;NA
Stylophora pistillata;Spi;C;ST;3;Control;0;Tank_3;Fiji;0,570;1,412;0,596;1;NA;NA
Stylophora pistillata;Spi;C;ST;3;Control;0;Tank_3;Fiji;0,530;1,244;0,574;2;NA;NA
Stylophora pistillata;Spi;C;ST;3;Control;0;Tank_3;Fiji;0,562;1,363;0,588;3;NA;NA
Stylophora pistillata;Spi;A;VT;3;Control;0;Tank_3;Fiji;0,803;1,862;0,569;1;NA;NA
Stylophora pistillata;Spi;A;VT;3;Control;0;Tank_3;Fiji;0,801;1,849;0,567;2;NA;NA
Stylophora pistillata;Spi;A;VT;3;Control;0;Tank_3;Fiji;0,651;1,457;0,553;3;NA;NA
Stylophora pistillata;Spi;C;VT;3;Control;0;Tank_3;Fiji;0,533;1,251;0,574;1;NA;NA
Stylophora pistillata;Spi;C;VT;3;Control;0;Tank_3;Fiji;0,467;1,155;0,596;2;NA;NA
Stylophora pistillata;Spi;C;VT;3;Control;0;Tank_3;Fiji;0,409;0,957;0,573;3;NA;NA
Stylophora pistillata;Spi;B;VT;3;Control;0;Tank_3;Fiji;0,748;1,836;0,593;1;NA;NA
Stylophora pistillata;Spi;B;VT;3;Control;0;Tank_3;Fiji;0,573;1,288;0,555;2;NA;NA
Stylophora pistillata;Spi;B;VT;3;Control;0;Tank_3;Fiji;0,744;1,934;0,615;3;NA;NA
Stylophora pistillata;Spi;A;ST;3;Control;0;Tank_3;Fiji;0,789;1,978;0,601;1;NA;NA
Stylophora pistillata;Spi;A;ST;3;Control;0;Tank_3;Fiji;0,726;1,777;0,591;2;NA;NA
Stylophora pistillata;Spi;A;ST;3;Control;0;Tank_3;Fiji;0,662;1,616;0,590;3;NA;NA
Stylophora pistillata;Spi;A;Ambient;3;Control;0;Tank_3;Fiji;0,613;1,494;0,590;1;NA;NA
Stylophora pistillata;Spi;A;Ambient;3;Control;0;Tank_3;Fiji;0,792;1,948;0,593;2;NA;NA
Stylophora pistillata;Spi;A;Ambient;3;Control;0;Tank_3;Fiji;0,897;2,307;0,611;3;NA;NA
Stylophora pistillata;Spi;E;Ambient;3;Control;0;Tank_3;Fiji;0,560;1,519;0,631;1;NA;NA
Stylophora pistillata;Spi;E;Ambient;3;Control;0;Tank_3;Fiji;0,580;1,563;0,629;2;NA;NA
Stylophora pistillata;Spi;E;Ambient;3;Control;0;Tank_3;Fiji;0,496;1,262;0,607;3;NA;NA
Stylophora pistillata;Spi;B;Ambient;3;Control;0;Tank_3;Fiji;0,647;1,787;0,638;1;NA;NA
Stylophora pistillata;Spi;B;Ambient;3;Control;0;Tank_3;Fiji;0,808;2,059;0,608;2;NA;NA
Stylophora pistillata;Spi;B;Ambient;3;Control;0;Tank_3;Fiji;0,674;1,719;0,608;3;NA;NA
Stylophora pistillata;Spi;C;Ambient;3;Control;0;Tank_3;Fiji;0,521;1,212;0,570;1;NA;NA
Stylophora pistillata;Spi;C;Ambient;3;Control;0;Tank_3;Fiji;0,574;1,625;0,647;2;NA;NA
Stylophora pistillata;Spi;C;Ambient;3;Control;0;Tank_3;Fiji;0,500;1,262;0,604;3;NA;NA
Stylophora pistillata;Spi;E;ST;3;Control;0;Tank_3;Fiji;0,378;0,840;0,550;1;NA;NA
Stylophora pistillata;Spi;E;ST;3;Control;0;Tank_3;Fiji;0,517;1,294;0,600;2;NA;NA
Stylophora pistillata;Spi;E;ST;3;Control;0;Tank_3;Fiji;0,386;0,928;0,584;3;NA;NA
Stylophora pistillata;Spi;D;Ambient;3;Control;0;Tank_3;Fiji;1,052;2,632;0,600;1;NA;NA
Stylophora pistillata;Spi;D;Ambient;3;Control;0;Tank_3;Fiji;1,043;2,565;0,593;2;NA;NA
Stylophora pistillata;Spi;D;Ambient;3;Control;0;Tank_3;Fiji;0,771;1,820;0,576;3;NA;NA
Stylophora pistillata;Spi;B;ST;4;Heat;0;Tank_4;Fiji;0,926;2,220;0,583;1;NA;NA
Stylophora pistillata;Spi;B;ST;4;Heat;0;Tank_4;Fiji;0,730;1,908;0,617;2;NA;NA
Stylophora pistillata;Spi;B;ST;4;Heat;0;Tank_4;Fiji;0,717;1,890;0,621;3;NA;NA
Stylophora pistillata;Spi;C;ST;4;Heat;0;Tank_4;Fiji;0,451;1,043;0,568;1;NA;NA
Stylophora pistillata;Spi;C;ST;4;Heat;0;Tank_4;Fiji;0,694;1,875;0,630;2;NA;NA
Stylophora pistillata;Spi;C;ST;4;Heat;0;Tank_4;Fiji;0,591;1,615;0,634;3;NA;NA
Stylophora pistillata;Spi;B;VT;4;Heat;0;Tank_4;Fiji;0,587;1,518;0,613;1;NA;NA
Stylophora pistillata;Spi;B;VT;4;Heat;0;Tank_4;Fiji;0,625;1,554;0,598;2;NA;NA
Stylophora pistillata;Spi;B;VT;4;Heat;0;Tank_4;Fiji;0,529;1,397;0,621;3;NA;NA
Stylophora pistillata;Spi;D;ST;4;Heat;0;Tank_4;Fiji;0,799;1,847;0,567;1;NA;NA
Stylophora pistillata;Spi;D;ST;4;Heat;0;Tank_4;Fiji;0,466;1,717;0,729;2;NA;NA
Stylophora pistillata;Spi;D;ST;4;Heat;0;Tank_4;Fiji;0,641;1,499;0,572;3;NA;NA
Stylophora pistillata;Spi;E;VT;4;Heat;0;Tank_4;Fiji;0,570;1,367;0,583;1;NA;NA
Stylophora pistillata;Spi;E;VT;4;Heat;0;Tank_4;Fiji;0,559;1,440;0,612;2;NA;NA
Stylophora pistillata;Spi;E;VT;4;Heat;0;Tank_4;Fiji;0,584;1,593;0,633;3;NA;NA
Stylophora pistillata;Spi;A;VT;4;Heat;0;Tank_4;Fiji;1,100;2,554;0,569;1;NA;NA
Stylophora pistillata;Spi;A;VT;4;Heat;0;Tank_4;Fiji;0,876;2,003;0,563;2;NA;NA
Stylophora pistillata;Spi;A;VT;4;Heat;0;Tank_4;Fiji;0,762;1,734;0,561;3;NA;NA
Stylophora pistillata;Spi;D;VT;4;Heat;0;Tank_4;Fiji;0,983;2,327;0,578;1;NA;NA
Stylophora pistillata;Spi;D;VT;4;Heat;0;Tank_4;Fiji;0,785;1,790;0,561;2;NA;NA
Stylophora pistillata;Spi;D;VT;4;Heat;0;Tank_4;Fiji;0,757;1,802;0,580;3;NA;NA
Stylophora pistillata;Spi;C;VT;4;Heat;0;Tank_4;Fiji;0,648;1,638;0,604;1;NA;NA
Stylophora pistillata;Spi;C;VT;4;Heat;0;Tank_4;Fiji;0,608;1,628;0,627;2;NA;NA
Stylophora pistillata;Spi;C;VT;4;Heat;0;Tank_4;Fiji;0,733;1,845;0,603;3;NA;NA
Stylophora pistillata;Spi;A;ST;4;Heat;0;Tank_4;Fiji;0,667;1,583;0,579;1;NA;NA
Stylophora pistillata;Spi;A;ST;4;Heat;0;Tank_4;Fiji;0,652;1,581;0,588;2;NA;NA
Stylophora pistillata;Spi;A;ST;4;Heat;0;Tank_4;Fiji;0,770;1,823;0,578;3;NA;NA
Stylophora pistillata;Spi;E;Ambient;4;Heat;0;Tank_4;Fiji;0,587;1,528;0,616;1;NA;NA
Stylophora pistillata;Spi;E;Ambient;4;Heat;0;Tank_4;Fiji;0,552;1,407;0,608;2;NA;NA
Stylophora pistillata;Spi;E;Ambient;4;Heat;0;Tank_4;Fiji;0,339;0,872;0,611;3;NA;NA
Stylophora pistillata;Spi;B;Ambient;4;Heat;0;Tank_4;Fiji;0,726;1,915;0,621;1;NA;NA
Stylophora pistillata;Spi;B;Ambient;4;Heat;0;Tank_4;Fiji;0,579;1,485;0,610;2;NA;NA
Stylophora pistillata;Spi;B;Ambient;4;Heat;0;Tank_4;Fiji;0,708;1,980;0,642;3;NA;NA
Stylophora pistillata;Spi;A;Ambient;4;Heat;0;Tank_4;Fiji;0,710;1,733;0,590;1;NA;NA
Stylophora pistillata;Spi;A;Ambient;4;Heat;0;Tank_4;Fiji;0,746;1,888;0,605;2;NA;NA
Stylophora pistillata;Spi;A;Ambient;4;Heat;0;Tank_4;Fiji;0,790;1,932;0,591;3;NA;NA
Stylophora pistillata;Spi;C;Ambient;4;Heat;0;Tank_4;Fiji;0,675;1,449;0,534;1;NA;NA
Stylophora pistillata;Spi;C;Ambient;4;Heat;0;Tank_4;Fiji;0,674;1,603;0,580;2;NA;NA
Stylophora pistillata;Spi;C;Ambient;4;Heat;0;Tank_4;Fiji;0,516;1,241;0,584;3;NA;NA
Stylophora pistillata;Spi;D;Ambient;4;Heat;0;Tank_4;Fiji;1,099;2,860;0,616;1;NA;NA
Stylophora pistillata;Spi;D;Ambient;4;Heat;0;Tank_4;Fiji;0,798;1,966;0,594;2;NA;NA
Stylophora pistillata;Spi;D;Ambient;4;Heat;0;Tank_4;Fiji;0,327;1,196;0,727;3;NA;NA
Stylophora pistillata;Spi;E;ST;4;Heat;0;Tank_4;Fiji;0,609;1,444;0,578;1;NA;NA
Stylophora pistillata;Spi;E;ST;4;Heat;0;Tank_4;Fiji;0,576;1,310;0,560;2;NA;NA
Stylophora pistillata;Spi;E;ST;4;Heat;0;Tank_4;Fiji;0,442;0,985;0,551;3;NA;NA
Pocillopora verrucosa;Pve;A;ST;1;Control;0;Tank_5;Red Sea;0,467;1,235;0,622;1;NA;NA
Pocillopora verrucosa;Pve;A;ST;1;Control;0;Tank_5;Red Sea;0,456;1,210;0,623;2;NA;NA
Pocillopora verrucosa;Pve;A;ST;1;Control;0;Tank_5;Red Sea;0,543;1,481;0,633;3;NA;NA
Pocillopora verrucosa;Pve;B;ST;1;Control;0;Tank_5;Indonesia;0,567;1,474;0,615;1;NA;NA
Pocillopora verrucosa;Pve;B;ST;1;Control;0;Tank_5;Indonesia;0,586;1,513;0,613;2;NA;NA
Pocillopora verrucosa;Pve;B;ST;1;Control;0;Tank_5;Indonesia;0,634;1,617;0,608;3;NA;NA
Pocillopora verrucosa;Pve;E;ST;1;Control;0;Tank_5;Indonesia;0,418;0,954;0,562;1;NA;NA
Pocillopora verrucosa;Pve;E;ST;1;Control;0;Tank_5;Indonesia;0,494;1,154;0,572;2;NA;NA
Pocillopora verrucosa;Pve;E;ST;1;Control;0;Tank_5;Indonesia;0,649;1,726;0,624;3;NA;NA
Pocillopora verrucosa;Pve;C;ST;1;Control;0;Tank_5;Red Sea;0,577;1,200;0,519;1;NA;NA
Pocillopora verrucosa;Pve;C;ST;1;Control;0;Tank_5;Red Sea;0,838;2,193;0,618;2;NA;NA
Pocillopora verrucosa;Pve;C;ST;1;Control;0;Tank_5;Red Sea;0,764;1,997;0,617;3;NA;NA
Pocillopora verrucosa;Pve;A;VT;1;Control;0;Tank_5;Red Sea;0,626;1,713;0,635;1;NA;NA
Pocillopora verrucosa;Pve;A;VT;1;Control;0;Tank_5;Red Sea;0,720;1,979;0,636;2;NA;NA
Pocillopora verrucosa;Pve;A;VT;1;Control;0;Tank_5;Red Sea;0,557;1,525;0,635;3;NA;NA
Pocillopora verrucosa;Pve;E;VT;1;Control;0;Tank_5;Indonesia;0,353;0,802;0,560;1;NA;NA
Pocillopora verrucosa;Pve;E;VT;1;Control;0;Tank_5;Indonesia;0,576;1,554;0,629;2;NA;NA
Pocillopora verrucosa;Pve;E;VT;1;Control;0;Tank_5;Indonesia;0,659;1,664;0,604;3;NA;NA
