Species;Species_ID;Colony;Prec;Frg_n;Treatment;Day;Tank_n;Region;F;Fm;YII;obs;Survived_day;Status
Montipora digitata;Mdi;D;Ambient;2;Heat;3;Tank_10;Indonesia;0,178;0,446;0,601;3;NA;NA
Montipora digitata;Mdi;C;Ambient;2;Heat;3;Tank_10;Indonesia;0,309;0,641;0,518;1;NA;NA
Montipora digitata;Mdi;C;Ambient;2;Heat;3;Tank_10;Indonesia;0,325;0,644;0,495;2;NA;NA
Montipora digitata;Mdi;C;Ambient;2;Heat;3;Tank_10;Indonesia;0,337;0,672;0,499;3;NA;NA
Montipora digitata;Mdi;A;Ambient;2;Heat;3;Tank_10;Indonesia;0,489;0,506;0,034;1;NA;NA
Montipora digitata;Mdi;A;Ambient;2;Heat;3;Tank_10;Indonesia;0,511;0,528;0,032;2;NA;NA
Montipora digitata;Mdi;A;Ambient;2;Heat;3;Tank_10;Indonesia;0,273;0,302;0,096;3;NA;NA
Montipora digitata;Mdi;C;ST;2;Heat;3;Tank_10;Indonesia;0,503;1,049;0,520;1;NA;NA
Montipora digitata;Mdi;C;ST;2;Heat;3;Tank_10;Indonesia;0,420;0,762;0,449;2;NA;NA
Montipora digitata;Mdi;C;ST;2;Heat;3;Tank_10;Indonesia;0,486;0,917;0,470;3;NA;NA
Montipora digitata;Mdi;D;ST;3;Control;3;Tank_11;Indonesia;0,550;1,367;0,598;1;NA;NA
Montipora digitata;Mdi;D;ST;3;Control;3;Tank_11;Indonesia;0,349;0,871;0,599;2;NA;NA
Montipora digitata;Mdi;D;ST;3;Control;3;Tank_11;Indonesia;0,395;0,967;0,592;3;NA;NA
Montipora digitata;Mdi;C;Ambient;3;Control;3;Tank_11;Indonesia;0,590;1,480;0,601;1;NA;NA
Montipora digitata;Mdi;C;Ambient;3;Control;3;Tank_11;Indonesia;0,503;1,242;0,595;2;NA;NA
Montipora digitata;Mdi;C;Ambient;3;Control;3;Tank_11;Indonesia;0,434;1,070;0,594;3;NA;NA
Montipora digitata;Mdi;B;ST;3;Control;3;Tank_11;Indonesia;0,320;0,762;0,580;1;NA;NA
Montipora digitata;Mdi;B;ST;3;Control;3;Tank_11;Indonesia;0,392;0,910;0,569;2;NA;NA
Montipora digitata;Mdi;B;ST;3;Control;3;Tank_11;Indonesia;0,534;1,256;0,575;3;NA;NA
Montipora digitata;Mdi;A;Ambient;3;Control;3;Tank_11;Indonesia;0,480;1,183;0,594;1;NA;NA
Montipora digitata;Mdi;A;Ambient;3;Control;3;Tank_11;Indonesia;0,551;1,384;0,602;2;NA;NA
Montipora digitata;Mdi;A;Ambient;3;Control;3;Tank_11;Indonesia;0,483;1,126;0,571;3;NA;NA
Montipora digitata;Mdi;B;VT;3;Control;3;Tank_11;Indonesia;0,524;1,245;0,579;1;NA;NA
Montipora digitata;Mdi;B;VT;3;Control;3;Tank_11;Indonesia;0,598;1,470;0,593;2;NA;NA
Montipora digitata;Mdi;B;VT;3;Control;3;Tank_11;Indonesia;0,414;1,016;0,593;3;NA;NA
Montipora digitata;Mdi;D;Ambient;3;Control;3;Tank_11;Indonesia;0,411;1,002;0,590;1;NA;NA
Montipora digitata;Mdi;D;Ambient;3;Control;3;Tank_11;Indonesia;0,367;0,931;0,606;2;NA;NA
Montipora digitata;Mdi;D;Ambient;3;Control;3;Tank_11;Indonesia;0,548;1,402;0,609;3;NA;NA
Montipora digitata;Mdi;A;ST;3;Control;3;Tank_11;Indonesia;0,445;1,046;0,575;1;NA;NA
Montipora digitata;Mdi;A;ST;3;Control;3;Tank_11;Indonesia;0,665;1,586;0,581;2;NA;NA
Montipora digitata;Mdi;A;ST;3;Control;3;Tank_11;Indonesia;0,523;1,297;0,597;3;NA;NA
Montipora digitata;Mdi;B;Ambient;3;Control;3;Tank_11;Indonesia;0,407;0,993;0,590;1;NA;NA
Montipora digitata;Mdi;B;Ambient;3;Control;3;Tank_11;Indonesia;0,683;1,709;0,600;2;NA;NA
Montipora digitata;Mdi;B;Ambient;3;Control;3;Tank_11;Indonesia;0,476;1,160;0,590;3;NA;NA
Montipora digitata;Mdi;C;ST;3;Control;3;Tank_11;Indonesia;0,557;1,310;0,575;1;NA;NA
Montipora digitata;Mdi;C;ST;3;Control;3;Tank_11;Indonesia;0,367;0,919;0,601;2;NA;NA
Montipora digitata;Mdi;C;ST;3;Control;3;Tank_11;Indonesia;0,312;0,730;0,573;3;NA;NA
Montipora digitata;Mdi;D;VT;3;Control;3;Tank_11;Indonesia;0,304;0,706;0,569;1;NA;NA
Montipora digitata;Mdi;D;VT;3;Control;3;Tank_11;Indonesia;0,633;1,520;0,584;2;NA;NA
Montipora digitata;Mdi;D;VT;3;Control;3;Tank_11;Indonesia;0,351;0,826;0,575;3;NA;NA
Montipora digitata;Mdi;A;VT;3;Control;3;Tank_11;Indonesia;0,277;0,684;0,595;1;NA;NA
Montipora digitata;Mdi;A;VT;3;Control;3;Tank_11;Indonesia;0,429;1,070;0,599;2;NA;NA
Montipora digitata;Mdi;A;VT;3;Control;3;Tank_11;Indonesia;0,306;0,710;0,569;3;NA;NA
Montipora digitata;Mdi;C;VT;3;Control;3;Tank_11;Indonesia;0,458;1,094;0,581;1;NA;NA
Montipora digitata;Mdi;C;VT;3;Control;3;Tank_11;Indonesia;0,372;0,892;0,583;2;NA;NA
Montipora digitata;Mdi;C;VT;3;Control;3;Tank_11;Indonesia;0,398;0,953;0,582;3;NA;NA
Montipora digitata;Mdi;C;VT;4;Heat;3;Tank_12;Indonesia;0,415;0,754;0,450;1;NA;NA
Montipora digitata;Mdi;C;VT;4;Heat;3;Tank_12;Indonesia;0,335;0,647;0,482;2;NA;NA
Montipora digitata;Mdi;C;VT;4;Heat;3;Tank_12;Indonesia;0,404;0,824;0,510;3;NA;NA
Montipora digitata;Mdi;B;ST;4;Heat;3;Tank_12;Indonesia;0,375;0,831;0,549;1;NA;NA
Montipora digitata;Mdi;B;ST;4;Heat;3;Tank_12;Indonesia;0,438;0,961;0,544;2;NA;NA
Montipora digitata;Mdi;B;ST;4;Heat;3;Tank_12;Indonesia;0,356;0,791;0,550;3;NA;NA
Montipora digitata;Mdi;B;VT;4;Heat;3;Tank_12;Indonesia;0,402;0,908;0,557;1;NA;NA
Montipora digitata;Mdi;B;VT;4;Heat;3;Tank_12;Indonesia;0,395;0,896;0,559;2;NA;NA
Montipora digitata;Mdi;B;VT;4;Heat;3;Tank_12;Indonesia;0,359;0,812;0,558;3;NA;NA
Montipora digitata;Mdi;A;Ambient;4;Heat;3;Tank_12;Indonesia;0,443;0,450;0,016;1;NA;NA
Montipora digitata;Mdi;A;Ambient;4;Heat;3;Tank_12;Indonesia;0,261;0,286;0,087;2;NA;NA
Montipora digitata;Mdi;A;Ambient;4;Heat;3;Tank_12;Indonesia;0,314;0,322;0,025;3;NA;NA
Montipora digitata;Mdi;A;VT;4;Heat;3;Tank_12;Indonesia;0,248;0,546;0,546;1;NA;NA
Montipora digitata;Mdi;A;VT;4;Heat;3;Tank_12;Indonesia;0,363;0,791;0,541;2;NA;NA
Montipora digitata;Mdi;A;VT;4;Heat;3;Tank_12;Indonesia;0,212;0,465;0,544;3;NA;NA
Montipora digitata;Mdi;C;Ambient;4;Heat;3;Tank_12;Indonesia;0,300;0,536;0,440;1;NA;NA
Montipora digitata;Mdi;C;Ambient;4;Heat;3;Tank_12;Indonesia;0,313;0,662;0,527;2;NA;NA
Montipora digitata;Mdi;C;Ambient;4;Heat;3;Tank_12;Indonesia;0,292;0,590;0,505;3;NA;NA
Montipora digitata;Mdi;D;ST;4;Heat;3;Tank_12;Indonesia;0,555;1,302;0,574;1;NA;NA
Montipora digitata;Mdi;D;ST;4;Heat;3;Tank_12;Indonesia;0,577;1,335;0,568;2;NA;NA
Montipora digitata;Mdi;D;ST;4;Heat;3;Tank_12;Indonesia;0,318;0,724;0,561;3;NA;NA
Montipora digitata;Mdi;D;VT;4;Heat;3;Tank_12;Indonesia;0,562;1,321;0,575;1;NA;NA
Montipora digitata;Mdi;D;VT;4;Heat;3;Tank_12;Indonesia;0,632;1,475;0,572;2;NA;NA
Montipora digitata;Mdi;D;VT;4;Heat;3;Tank_12;Indonesia;0,390;0,905;0,569;3;NA;NA
Montipora digitata;Mdi;C;ST;4;Heat;3;Tank_12;Indonesia;0,482;1,021;0,528;1;NA;NA
Montipora digitata;Mdi;C;ST;4;Heat;3;Tank_12;Indonesia;0,374;0,746;0,499;2;NA;NA
Montipora digitata;Mdi;C;ST;4;Heat;3;Tank_12;Indonesia;0,341;0,685;0,502;3;NA;NA
Montipora digitata;Mdi;B;Ambient;4;Heat;3;Tank_12;Indonesia;0,262;0,519;0,495;1;NA;NA
Montipora digitata;Mdi;B;Ambient;4;Heat;3;Tank_12;Indonesia;0,284;0,618;0,540;2;NA;NA
Montipora digitata;Mdi;B;Ambient;4;Heat;3;Tank_12;Indonesia;0,331;0,681;0,514;3;NA;NA
Montipora digitata;Mdi;A;ST;4;Heat;3;Tank_12;Indonesia;0,297;0,611;0,514;1;NA;NA
Montipora digitata;Mdi;A;ST;4;Heat;3;Tank_12;Indonesia;0,405;0,865;0,532;2;NA;NA
Montipora digitata;Mdi;A;ST;4;Heat;3;Tank_12;Indonesia;0,262;0,562;0,534;3;NA;NA
Montipora digitata;Mdi;D;Ambient;4;Heat;3;Tank_12;Indonesia;0,543;1,304;0,584;1;NA;NA
Montipora digitata;Mdi;D;Ambient;4;Heat;3;Tank_12;Indonesia;0,559;1,358;0,588;2;NA;NA
Montipora digitata;Mdi;D;Ambient;4;Heat;3;Tank_12;Indonesia;0,687;1,538;0,553;3;NA;NA
Montipora digitata;Mdi;B;ST;1;Control;3;Tank_9;Indonesia;0,478;1,195;0,600;1;NA;NA
Montipora digitata;Mdi;B;ST;1;Control;3;Tank_9;Indonesia;0,452;1,135;0,602;2;NA;NA
Montipora digitata;Mdi;B;ST;1;Control;3;Tank_9;Indonesia;0,556;1,401;0,603;3;NA;NA
Montipora digitata;Mdi;C;VT;1;Control;3;Tank_9;Indonesia;0,446;1,101;0,595;1;NA;NA
Montipora digitata;Mdi;C;VT;1;Control;3;Tank_9;Indonesia;0,477;1,215;0,607;2;NA;NA
Montipora digitata;Mdi;C;VT;1;Control;3;Tank_9;Indonesia;0,459;1,108;0,586;3;NA;NA
Montipora digitata;Mdi;B;VT;1;Control;3;Tank_9;Indonesia;0,329;0,803;0,590;1;NA;NA
Montipora digitata;Mdi;B;VT;1;Control;3;Tank_9;Indonesia;0,642;1,599;0,598;2;NA;NA
Montipora digitata;Mdi;B;VT;1;Control;3;Tank_9;Indonesia;0,430;1,012;0,575;3;NA;NA
Montipora digitata;Mdi;A;VT;1;Control;3;Tank_9;Indonesia;0,460;1,036;0,556;1;NA;NA
Montipora digitata;Mdi;A;VT;1;Control;3;Tank_9;Indonesia;0,551;1,360;0,595;2;NA;NA
Montipora digitata;Mdi;A;VT;1;Control;3;Tank_9;Indonesia;0,355;0,843;0,579;3;NA;NA
Montipora digitata;Mdi;D;VT;1;Control;3;Tank_9;Indonesia;0,553;1,271;0,565;1;NA;NA
Montipora digitata;Mdi;D;VT;1;Control;3;Tank_9;Indonesia;0,460;1,027;0,552;2;NA;NA
Montipora digitata;Mdi;D;VT;1;Control;3;Tank_9;Indonesia;0,509;1,185;0,570;3;NA;NA
Montipora digitata;Mdi;D;ST;1;Control;3;Tank_9;Indonesia;0,380;0,899;0,577;1;NA;NA
Montipora digitata;Mdi;D;ST;1;Control;3;Tank_9;Indonesia;0,453;1,063;0,574;2;NA;NA
Montipora digitata;Mdi;D;ST;1;Control;3;Tank_9;Indonesia;0,274;0,612;0,552;3;NA;NA
Montipora digitata;Mdi;D;Ambient;1;Control;3;Tank_9;Indonesia;0,608;1,548;0,607;1;NA;NA
Montipora digitata;Mdi;D;Ambient;1;Control;3;Tank_9;Indonesia;0,490;1,192;0,589;2;NA;NA
Montipora digitata;Mdi;D;Ambient;1;Control;3;Tank_9;Indonesia;0,562;1,496;0,624;3;NA;NA
Montipora digitata;Mdi;A;ST;1;Control;3;Tank_9;Indonesia;0,499;1,258;0,603;1;NA;NA
Montipora digitata;Mdi;A;ST;1;Control;3;Tank_9;Indonesia;0,481;1,164;0,587;2;NA;NA
Montipora digitata;Mdi;A;ST;1;Control;3;Tank_9;Indonesia;0,352;0,865;0,593;3;NA;NA
Montipora digitata;Mdi;C;Ambient;1;Control;3;Tank_9;Indonesia;0,621;1,538;0,596;1;NA;NA
Montipora digitata;Mdi;C;Ambient;1;Control;3;Tank_9;Indonesia;0,554;1,363;0,594;2;NA;NA
Montipora digitata;Mdi;C;Ambient;1;Control;3;Tank_9;Indonesia;0,566;1,302;0,565;3;NA;NA
Montipora digitata;Mdi;B;Ambient;1;Control;3;Tank_9;Indonesia;0,436;1,038;0,580;1;NA;NA
Montipora digitata;Mdi;B;Ambient;1;Control;3;Tank_9;Indonesia;0,394;0,945;0,583;2;NA;NA
Montipora digitata;Mdi;B;Ambient;1;Control;3;Tank_9;Indonesia;0,584;1,384;0,578;3;NA;NA
Montipora digitata;Mdi;C;ST;1;Control;3;Tank_9;Indonesia;0,534;1,270;0,580;1;NA;NA
Montipora digitata;Mdi;C;ST;1;Control;3;Tank_9;Indonesia;0,589;1,376;0,572;2;NA;NA
Montipora digitata;Mdi;C;ST;1;Control;3;Tank_9;Indonesia;0,413;0,984;0,580;3;NA;NA
Montipora digitata;Mdi;A;Ambient;1;Control;3;Tank_9;Indonesia;0,557;1,379;0,596;1;NA;NA
Montipora digitata;Mdi;A;Ambient;1;Control;3;Tank_9;Indonesia;0,425;1,043;0,593;2;NA;NA
Montipora digitata;Mdi;A;Ambient;1;Control;3;Tank_9;Indonesia;0,556;1,341;0,585;3;NA;NA
Stylophora pistillata;Spi;A;VT;1;Control;1;Tank_1;Fiji;0,639;1,605;0,602;1;NA;NA
Stylophora pistillata;Spi;A;VT;1;Control;1;Tank_1;Fiji;0,652;1,532;0,574;2;NA;NA
Stylophora pistillata;Spi;A;VT;1;Control;1;Tank_1;Fiji;0,623;1,517;0,589;3;NA;NA
Stylophora pistillata;Spi;D;VT;1;Control;1;Tank_1;Fiji;0,703;1,670;0,579;1;NA;NA
Stylophora pistillata;Spi;D;VT;1;Control;1;Tank_1;Fiji;0,772;1,775;0,565;2;NA;NA
Stylophora pistillata;Spi;D;VT;1;Control;1;Tank_1;Fiji;0,750;1,857;0,596;3;NA;NA
Stylophora pistillata;Spi;C;VT;1;Control;1;Tank_1;Fiji;0,355;0,792;0,552;1;NA;NA
Stylophora pistillata;Spi;C;VT;1;Control;1;Tank_1;Fiji;0,406;1,031;0,606;2;NA;NA
Stylophora pistillata;Spi;C;VT;1;Control;1;Tank_1;Fiji;0,386;0,880;0,561;3;NA;NA
Stylophora pistillata;Spi;B;ST;1;Control;1;Tank_1;Fiji;0,636;1,494;0,574;1;NA;NA
Stylophora pistillata;Spi;B;ST;1;Control;1;Tank_1;Fiji;0,593;1,460;0,594;2;NA;NA
Stylophora pistillata;Spi;B;ST;1;Control;1;Tank_1;Fiji;0,774;1,754;0,559;3;NA;NA
Stylophora pistillata;Spi;E;ST;1;Control;1;Tank_1;Fiji;0,358;0,696;0,486;1;NA;NA
Stylophora pistillata;Spi;E;ST;1;Control;1;Tank_1;Fiji;0,413;0,955;0,568;2;NA;NA
Stylophora pistillata;Spi;E;ST;1;Control;1;Tank_1;Fiji;0,351;0,732;0,520;3;NA;NA
Stylophora pistillata;Spi;A;ST;1;Control;1;Tank_1;Fiji;0,670;1,511;0,557;1;NA;NA
Stylophora pistillata;Spi;A;ST;1;Control;1;Tank_1;Fiji;0,679;1,523;0,554;2;NA;NA
Stylophora pistillata;Spi;A;ST;1;Control;1;Tank_1;Fiji;0,777;1,767;0,560;3;NA;NA
Stylophora pistillata;Spi;D;ST;1;Control;1;Tank_1;Fiji;0,657;1,435;0,542;1;NA;NA
Stylophora pistillata;Spi;D;ST;1;Control;1;Tank_1;Fiji;0,630;1,409;0,553;2;NA;NA
Stylophora pistillata;Spi;D;ST;1;Control;1;Tank_1;Fiji;0,624;1,357;0,540;3;NA;NA
Stylophora pistillata;Spi;C;ST;1;Control;1;Tank_1;Fiji;0,494;1,170;0,578;1;NA;NA
Stylophora pistillata;Spi;C;ST;1;Control;1;Tank_1;Fiji;0,448;1,048;0,573;2;NA;NA
Stylophora pistillata;Spi;C;ST;1;Control;1;Tank_1;Fiji;0,424;1,042;0,593;3;NA;NA
Stylophora pistillata;Spi;B;VT;1;Control;1;Tank_1;Fiji;0,665;1,636;0,594;1;NA;NA
Stylophora pistillata;Spi;B;VT;1;Control;1;Tank_1;Fiji;0,853;2,163;0,606;2;NA;NA
Stylophora pistillata;Spi;B;VT;1;Control;1;Tank_1;Fiji;0,494;1,296;0,619;3;NA;NA
Stylophora pistillata;Spi;B;Ambient;1;Control;1;Tank_1;Fiji;0,709;1,801;0,606;1;NA;NA
Stylophora pistillata;Spi;B;Ambient;1;Control;1;Tank_1;Fiji;0,695;1,747;0,602;2;NA;NA
Stylophora pistillata;Spi;B;Ambient;1;Control;1;Tank_1;Fiji;0,747;1,901;0,607;3;NA;NA
Stylophora pistillata;Spi;E;Ambient;1;Control;1;Tank_1;Fiji;0,461;1,097;0,580;1;NA;NA
Stylophora pistillata;Spi;E;Ambient;1;Control;1;Tank_1;Fiji;0,417;0,965;0,568;2;NA;NA
Stylophora pistillata;Spi;E;Ambient;1;Control;1;Tank_1;Fiji;0,435;0,999;0,565;3;NA;NA
Stylophora pistillata;Spi;C;Ambient;1;Control;1;Tank_1;Fiji;0,475;1,271;0,626;1;NA;NA
Stylophora pistillata;Spi;C;Ambient;1;Control;1;Tank_1;Fiji;0,548;1,524;0,640;2;NA;NA
Stylophora pistillata;Spi;C;Ambient;1;Control;1;Tank_1;Fiji;0,570;1,590;0,642;3;NA;NA
Stylophora pistillata;Spi;A;Ambient;1;Control;1;Tank_1;Fiji;0,819;1,945;0,579;1;NA;NA
Stylophora pistillata;Spi;A;Ambient;1;Control;1;Tank_1;Fiji;0,903;1,917;0,529;2;NA;NA
Stylophora pistillata;Spi;A;Ambient;1;Control;1;Tank_1;Fiji;0,830;1,763;0,529;3;NA;NA
Stylophora pistillata;Spi;D;Ambient;1;Control;1;Tank_1;Fiji;0,786;1,862;0,578;1;NA;NA
Stylophora pistillata;Spi;D;Ambient;1;Control;1;Tank_1;Fiji;0,873;2,011;0,566;2;NA;NA
Stylophora pistillata;Spi;D;Ambient;1;Control;1;Tank_1;Fiji;0,888;1,919;0,537;3;NA;NA
Stylophora pistillata;Spi;E;VT;1;Control;1;Tank_1;Fiji;0,542;1,356;0,600;1;NA;NA
Stylophora pistillata;Spi;E;VT;1;Control;1;Tank_1;Fiji;0,426;1,131;0,623;2;NA;NA
Stylophora pistillata;Spi;E;VT;1;Control;1;Tank_1;Fiji;0,508;1,265;0,598;3;NA;NA
Pocillopora verrucosa;Pve;C;ST;4;Heat;1;Tank_10;Red Sea;0,435;0,503;0,135;1;NA;NA
Pocillopora verrucosa;Pve;C;ST;4;Heat;1;Tank_10;Red Sea;0,359;0,457;0,214;2;NA;NA
Pocillopora verrucosa;Pve;C;ST;4;Heat;1;Tank_10;Red Sea;0,360;0,421;0,145;3;NA;NA
Pocillopora verrucosa;Pve;B;VT;4;Heat;1;Tank_10;Indonesia;0,507;0,612;0,172;1;NA;NA
Pocillopora verrucosa;Pve;B;VT;4;Heat;1;Tank_10;Indonesia;0,564;1,042;0,459;2;NA;NA
Pocillopora verrucosa;Pve;B;VT;4;Heat;1;Tank_10;Indonesia;1,129;1,814;0,378;3;NA;NA
Pocillopora verrucosa;Pve;C;VT;4;Heat;1;Tank_10;Red Sea;0,592;0,932;0,365;1;NA;NA
Pocillopora verrucosa;Pve;C;VT;4;Heat;1;Tank_10;Red Sea;0,573;0,729;0,214;2;NA;NA
Pocillopora verrucosa;Pve;C;VT;4;Heat;1;Tank_10;Red Sea;0,438;0,595;0,264;3;NA;NA
Pocillopora verrucosa;Pve;A;ST;4;Heat;1;Tank_10;Red Sea;0,461;0,796;0,421;1;NA;NA
Pocillopora verrucosa;Pve;A;ST;4;Heat;1;Tank_10;Red Sea;0,350;0,529;0,338;2;NA;NA
Pocillopora verrucosa;Pve;A;ST;4;Heat;1;Tank_10;Red Sea;0,382;0,648;0,410;3;NA;NA
Pocillopora verrucosa;Pve;B;ST;4;Heat;1;Tank_10;Indonesia;0,430;0,535;0,196;1;NA;NA
Pocillopora verrucosa;Pve;B;ST;4;Heat;1;Tank_10;Indonesia;0,373;0,434;0,141;2;NA;NA
Pocillopora verrucosa;Pve;B;ST;4;Heat;1;Tank_10;Indonesia;0,259;0,342;0,243;3;NA;NA
Pocillopora verrucosa;Pve;E;ST;4;Heat;1;Tank_10;Indonesia;0,324;0,674;0,519;1;NA;NA
Pocillopora verrucosa;Pve;E;ST;4;Heat;1;Tank_10;Indonesia;0,251;0,552;0,545;2;NA;NA
Pocillopora verrucosa;Pve;E;ST;4;Heat;1;Tank_10;Indonesia;0,342;0,717;0,523;3;NA;NA
Pocillopora verrucosa;Pve;A;Ambient;4;Heat;1;Tank_10;Red Sea;0,675;0,756;0,107;1;NA;NA
Pocillopora verrucosa;Pve;A;Ambient;4;Heat;1;Tank_10;Red Sea;0,546;0,649;0,159;2;NA;NA
Pocillopora verrucosa;Pve;A;Ambient;4;Heat;1;Tank_10;Red Sea;0,701;0,841;0,166;3;NA;NA
Pocillopora verrucosa;Pve;C;Ambient;4;Heat;1;Tank_10;Red Sea;0,469;0,513;0,086;1;NA;NA
Pocillopora verrucosa;Pve;C;Ambient;4;Heat;1;Tank_10;Red Sea;0,398;0,470;0,153;2;NA;NA
Pocillopora verrucosa;Pve;C;Ambient;4;Heat;1;Tank_10;Red Sea;0,354;0,378;0,063;3;NA;NA
Pocillopora verrucosa;Pve;B;Ambient;4;Heat;1;Tank_10;Indonesia;0,515;0,539;0,045;1;NA;NA
Pocillopora verrucosa;Pve;B;Ambient;4;Heat;1;Tank_10;Indonesia;0,666;0,755;0,118;2;NA;NA
Pocillopora verrucosa;Pve;B;Ambient;4;Heat;1;Tank_10;Indonesia;0,171;0,256;0,332;3;NA;NA
Pocillopora verrucosa;Pve;E;Ambient;4;Heat;1;Tank_10;Indonesia;0,302;0,568;0,468;1;NA;NA
Pocillopora verrucosa;Pve;E;Ambient;4;Heat;1;Tank_10;Indonesia;0,174;0,314;0,446;2;NA;NA
Pocillopora verrucosa;Pve;E;Ambient;4;Heat;1;Tank_10;Indonesia;0,322;0,548;0,412;3;NA;NA
Pocillopora verrucosa;Pve;E;VT;4;Heat;1;Tank_10;Indonesia;0,324;0,636;0,491;1;NA;NA
Pocillopora verrucosa;Pve;E;VT;4;Heat;1;Tank_10;Indonesia;0,244;0,481;0,493;2;NA;NA
Pocillopora verrucosa;Pve;E;VT;4;Heat;1;Tank_10;Indonesia;0,302;0,692;0,564;3;NA;NA
Pocillopora verrucosa;Pve;A;VT;4;Heat;1;Tank_10;Red Sea;0,431;0,765;0,437;1;NA;NA
Pocillopora verrucosa;Pve;A;VT;4;Heat;1;Tank_10;Red Sea;0,406;0,688;0,410;2;NA;NA
Pocillopora verrucosa;Pve;A;VT;4;Heat;1;Tank_10;Red Sea;0,362;0,621;0,417;3;NA;NA
Pocillopora verrucosa;Pve;03;VT;3;Control;1;Tank_11;Red Sea;0,534;1,491;0,642;1;NA;NA
Pocillopora verrucosa;Pve;03;VT;3;Control;1;Tank_11;Red Sea;0,751;1,977;0,620;2;NA;NA
Pocillopora verrucosa;Pve;03;VT;3;Control;1;Tank_11;Red Sea;0,558;1,570;0,645;3;NA;NA
Pocillopora verrucosa;Pve;03;ST;3;Control;1;Tank_11;Red Sea;0,613;1,715;0,643;1;NA;NA
Pocillopora verrucosa;Pve;03;ST;3;Control;1;Tank_11;Red Sea;0,630;1,801;0,650;2;NA;NA
Pocillopora verrucosa;Pve;03;ST;3;Control;1;Tank_11;Red Sea;0,556;1,353;0,589;3;NA;NA
Pocillopora verrucosa;Pve;G;VT;3;Control;1;Tank_11;Red Sea;0,645;1,511;0,573;1;NA;NA
Pocillopora verrucosa;Pve;G;VT;3;Control;1;Tank_11;Red Sea;0,610;1,576;0,613;2;NA;NA
Pocillopora verrucosa;Pve;G;VT;3;Control;1;Tank_11;Red Sea;0,733;1,703;0,570;3;NA;NA
Pocillopora verrucosa;Pve;F;ST;3;Control;1;Tank_11;Indonesia;0,641;1,475;0,565;1;NA;NA
Pocillopora verrucosa;Pve;F;ST;3;Control;1;Tank_11;Indonesia;0,638;1,386;0,540;2;NA;NA
Pocillopora verrucosa;Pve;F;ST;3;Control;1;Tank_11;Indonesia;0,621;1,440;0,569;3;NA;NA
Pocillopora verrucosa;Pve;F;VT;3;Control;1;Tank_11;Indonesia;0,611;1,570;0,611;1;NA;NA
Pocillopora verrucosa;Pve;F;VT;3;Control;1;Tank_11;Indonesia;0,508;1,234;0,588;2;NA;NA
Pocillopora verrucosa;Pve;F;VT;3;Control;1;Tank_11;Indonesia;0,487;1,249;0,610;3;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;3;Control;1;Tank_11;Red Sea;0,669;1,749;0,617;1;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;3;Control;1;Tank_11;Red Sea;0,698;1,514;0,539;2;NA;NA
Pocillopora verrucosa;Pve;G;Ambient;3;Control;1;Tank_11;Red Sea;0,690;1,620;0,574;3;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;3;Control;1;Tank_11;Indonesia;0,676;1,814;0,627;1;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;3;Control;1;Tank_11;Indonesia;0,603;1,509;0,600;2;NA;NA
Pocillopora verrucosa;Pve;F;Ambient;3;Control;1;Tank_11;Indonesia;0,533;1,437;0,629;3;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;3;Control;1;Tank_11;Red Sea;0,460;1,297;0,645;1;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;3;Control;1;Tank_11;Red Sea;0,544;1,591;0,658;2;NA;NA
Pocillopora verrucosa;Pve;03;Ambient;3;Control;1;Tank_11;Red Sea;0,534;1,547;0,655;3;NA;NA
Pocillopora verrucosa;Pve;G;ST;3;Control;1;Tank_11;Red Sea;0,672;1,683;0,601;1;NA;NA
Pocillopora verrucosa;Pve;G;ST;3;Control;1;Tank_11;Red Sea;0,576;1,443;0,601;2;NA;NA
Pocillopora verrucosa;Pve;G;ST;3;Control;1;Tank_11;Red Sea;0,602;1,474;0,592;3;NA;NA
Pocillopora verrucosa;Pve;G;VT;4;Heat;1;Tank_12;Red Sea;0,725;1,384;0,476;1;NA;NA
Pocillopora verrucosa;Pve;G;VT;4;Heat;1;Tank_12;Red Sea;0,498;0,799;0,377;2;NA;NA
Pocillopora verrucosa;Pve;G;VT;4;Heat;1;Tank_12;Red Sea;0,497;0,903;0,450;3;NA;NA
Pocillopora verrucosa;Pve;G;ST;4;Heat;1;Tank_12;Red Sea;0,407;0,758;0,463;1;NA;NA
Pocillopora verrucosa;Pve;G;ST;4;Heat;1;Tank_12;Red Sea;0,481;0,828;0,419;2;NA;NA
Pocillopora verrucosa;Pve;G;ST;4;Heat;1;Tank_12;Red Sea;0,520;0,936;0,444;3;NA;NA
Pocillopora verrucosa;Pve;F;VT;4;Heat;1;Tank_12;Indonesia;0,528;0,931;0,433;1;NA;NA
Pocillopora verrucosa;Pve;F;VT;4;Heat;1;Tank_12;Indonesia;0,530;0,741;0,285;2;NA;NA
Pocillopora verrucosa;Pve;F;VT;4;Heat;1;Tank_12;Indonesia;0,483;0,664;0,273;3;NA;NA
Pocillopora verrucosa;Pve;F;ST;4;Heat;1;Tank_12;Indonesia;0,624;0,747;0,165;1;NA;NA
